Player,Country,Team,Assists,Season
Jean Beausejour,Chile,Wigan Athletic,5,2011-2012
Peter Crouch,England,Tottenham Hotspur,5,2011-2012
Royston Drenthe,Netherlands,Everton FC,5,2011-2012
Edin Džeko,Bosnia-Herzegovina,Manchester City,5,2011-2012
Marouane Fellaini,Belgium,Everton FC,5,2011-2012
Mark Gower,England,Swansea City,5,2011-2012
Junior Hoilett,Canada,Blackburn Rovers,5,2011-2012
Matthew Jarvis,England,Wolverhampton Wanderers,5,2011-2012
Adam Johnson,England,Manchester City,5,2011-2012
Bradley Johnson,England,Norwich City,5,2011-2012
Aleksandar Kolarov,Serbia,Manchester City,5,2011-2012
Frank Lampard,England,Chelsea FC,5,2011-2012
James Morrison,Scotland,West Bromwich Albion,5,2011-2012
Victor Moses,Nigeria,Wigan Athletic,5,2011-2012
Charles N'Zogbia,France,Aston Villa,5,2011-2012
Steven Nzonzi,France,Blackburn Rovers,5,2011-2012
Morten Pedersen,Norway,Blackburn Rovers,5,2011-2012
Martin Petrov,Bulgaria,Bolton Wanderers,5,2011-2012
Wayne Rooney,England,Manchester United,5,2011-2012
Scott Sinclair,England,Swansea City,5,2011-2012
Luis Suárez,Uruguay,Liverpool FC,5,2011-2012
Danny Welbeck,England,Manchester United,5,2011-2012
Craig Bellamy,Wales,Liverpool FC,4,2011-2012
Elliott Bennett,Jamaica,Norwich City,4,2011-2012
Michael Carrick,England,Manchester United,4,2011-2012
Gaël Clichy,France,Manchester City,4,2011-2012
Damien Duff,Ireland,Fulham FC,4,2011-2012
Jonás Gutiérrez,Argentina,Newcastle United,4,2011-2012
Tony Hibbert,England,Everton FC,4,2011-2012
Andy Johnson,England,Fulham FC,4,2011-2012
Ivan Klasnić,Croatia,Bolton Wanderers,4,2011-2012
James Milner,England,Manchester City,4,2011-2012
Luka Modrić,Croatia,Tottenham Hotspur,4,2011-2012
Steve Morison,Wales,Norwich City,4,2011-2012
Youssuf Mulumbu,Congo DR,West Bromwich Albion,4,2011-2012
Gabriel Obertan,France,Newcastle United,4,2011-2012
Peter Odemwingie,Nigeria,West Bromwich Albion,4,2011-2012
Rafael,Brazil,Manchester United,4,2011-2012
John Arne Riise,Norway,Fulham FC,4,2011-2012
Tomáš Rosický,Czech Republic,Arsenal FC,4,2011-2012
Bryan Ruiz,Costa Rica,Fulham FC,4,2011-2012
Christopher Samba,Congo,Blackburn Rovers,4,2011-2012
Ryan Taylor,England,Newcastle United,4,2011-2012
Daniel Agger,Denmark,Liverpool FC,3,2011-2012
Joe Allen,Wales,Swansea City,3,2011-2012
Àngel Rangel,Spain,Swansea City,3,2011-2012
Andrey Arshavin,Russia,Arsenal FC,3,2011-2012
Barry Bannan,Scotland,Aston Villa,3,2011-2012
Gareth Barry,England,Manchester City,3,2011-2012
Joey Barton,England,Queens Park Rangers,3,2011-2012
Nicklas Bendtner,Denmark,Sunderland AFC,3,2011-2012
Leon Best,Ireland,Newcastle United,3,2011-2012
Tim Cahill,Australia,Everton FC,3,2011-2012
Andy Carroll,England,Liverpool FC,3,2011-2012
Mark Davies,England,Bolton Wanderers,3,2011-2012
Landon Donovan,USA,Everton FC,3,2011-2012
Nathan Dyer,England,Swansea City,3,2011-2012
Sylvain Ebanks-Blake,England,Wolverhampton Wanderers,3,2011-2012
Jonny Evans,Northern Ireland,Manchester United,3,2011-2012
Danny Graham,England,Swansea City,3,2011-2012
Stephen Ireland,Ireland,Aston Villa,3,2011-2012
Simeon Jackson,Canada,Norwich City,3,2011-2012
Roger Johnson,England,Wolverhampton Wanderers,3,2011-2012
Jamie Mackie,Scotland,Queens Park Rangers,3,2011-2012
Florent Malouda,French Guyana,Chelsea FC,3,2011-2012
James McClean,Ireland,Sunderland AFC,3,2011-2012
Jamie O'Hara,England,Wolverhampton Wanderers,3,2011-2012
Martin Olsson,Sweden,Blackburn Rovers,3,2011-2012
Leon Osman,England,Everton FC,3,2011-2012
Ji-Sung Park,South Korea,Manchester United,3,2011-2012
Stilian Petrov,Bulgaria,Aston Villa,3,2011-2012
Raúl Meireles,Portugal,Liverpool FC,3,2011-2012
Kieran Richardson,England,Sunderland AFC,3,2011-2012
Gylfi Sigurðsson,Iceland,Swansea City,3,2011-2012
Daniel Sturridge,England,Chelsea FC,3,2011-2012
Carlos Tévez,Argentina,Manchester City,3,2011-2012
Marc Tierney,England,Norwich City,3,2011-2012
Cheick Tioté,Ivory Coast,Newcastle United,3,2011-2012
Armand Traoré,Senegal,Queens Park Rangers,3,2011-2012
Ben Watson,England,Wigan Athletic,3,2011-2012
Ashley Williams,Wales,Swansea City,3,2011-2012
Shaun Wright-Phillips,England,Queens Park Rangers,3,2011-2012
Marc Albrighton,England,Aston Villa,2,2011-2012
Yakubu Ayegbeni,Nigeria,Blackburn Rovers,2,2011-2012
Demba Ba,Senegal,Newcastle United,2,2011-2012
Leighton Baines,England,Everton FC,2,2011-2012
Mario Balotelli,Italy,Manchester City,2,2011-2012
Phil Bardsley,Scotland,Sunderland AFC,2,2011-2012
Bosingwa,Portugal,Chelsea FC,2,2011-2012
Ákos Buzsáky,Hungary,Queens Park Rangers,2,2011-2012
Fraizer Campbell,England,Sunderland AFC,2,2011-2012
Papiss Demba Cissé,Senegal,Newcastle United,2,2011-2012
Ciaran Clark,Ireland,Aston Villa,2,2011-2012
Andrew Crofts,Wales,Norwich City,2,2011-2012
Kevin Davies,England,Bolton Wanderers,2,2011-2012
Jermain Defoe,England,Tottenham Hotspur,2,2011-2012
Mousa Dembélé,Belgium,Fulham FC,2,2011-2012
Franco Di Santo,Argentina,Wigan Athletic,2,2011-2012
Graham Dorrans,Scotland,West Bromwich Albion,2,2011-2012
Didier Drogba,Ivory Coast,Chelsea FC,2,2011-2012
David Edwards,Wales,Wolverhampton Wanderers,2,2011-2012
Anton Ferdinand,England,Sunderland AFC,2,2011-2012
Steven Fletcher,Scotland,Wolverhampton Wanderers,2,2011-2012
David Fox,England,Norwich City,2,2011-2012
Steven Gerrard,England,Liverpool FC,2,2011-2012
Magaye Gueye,Senegal,Everton FC,2,2011-2012
Heiðar Helguson,Iceland,Queens Park Rangers,2,2011-2012
Javier Hernández,Mexico,Manchester United,2,2011-2012
Clint Hill,England,Queens Park Rangers,2,2011-2012
Grant Holt,England,Norwich City,2,2011-2012
Stephen Hunt,Ireland,Wolverhampton Wanderers,2,2011-2012
Alan Hutton,Scotland,Aston Villa,2,2011-2012
Phil Jagielka,England,Everton FC,2,2011-2012
Dong-won Ji,South Korea,Sunderland AFC,2,2011-2012
Phil Jones,England,Manchester United,2,2011-2012
Salomon Kalou,Ivory Coast,Chelsea FC,2,2011-2012
Vincent Kompany,Belgium,Manchester City,2,2011-2012
Dirk Kuyt,Netherlands,Liverpool FC,2,2011-2012
Sebastian Larsson,Sweden,Sunderland AFC,2,2011-2012
Peter Løvenkrands,Denmark,Newcastle United,2,2011-2012
Shaun Maloney,Scotland,Wigan Athletic,2,2011-2012
Russell Martin,Scotland,Norwich City,2,2011-2012
Mikel Arteta,Spain,Everton FC,2,2011-2012
Ryo Miyaichi,Japan,Bolton Wanderers,2,2011-2012
Fabrice Muamba,England,Bolton Wanderers,2,2011-2012
Jonas Olsson,Sweden,West Bromwich Albion,2,2011-2012
Ramires,Brazil,Chelsea FC,2,2011-2012
Steven Reid,Ireland,West Bromwich Albion,2,2011-2012
Bacary Sagna,France,Arsenal FC,2,2011-2012
Louis Saha,France,Tottenham Hotspur,2,2011-2012
Paul Scharner,Austria,West Bromwich Albion,2,2011-2012
Nicky Shorey,England,West Bromwich Albion,2,2011-2012
Adel Taarabt,Morocco,Queens Park Rangers,2,2011-2012
Jerome Thomas,England,West Bromwich Albion,2,2011-2012
Simon Vukčević,Montenegro,Blackburn Rovers,2,2011-2012
Stephen Warnock,England,Aston Villa,2,2011-2012
David Wheater,England,Bolton Wanderers,2,2011-2012
Dean Whitehead,England,Stoke City,2,2011-2012
Anderson,Brazil,Manchester United,1,2011-2012
Keith Andrews,Ireland,West Bromwich Albion,1,2011-2012
Nicolas Anelka,France,Chelsea FC,1,2011-2012
Leon Barnett,England,Norwich City,1,2011-2012
Yossi Benayoun,Israel,Chelsea FC,1,2011-2012
Darren Bent,England,Aston Villa,1,2011-2012
Diniyar Bilyaletdinov,Russia,Everton FC,1,2011-2012
Jay Bothroyd,England,Queens Park Rangers,1,2011-2012
Emmerson Boyce,Barbados,Wigan Athletic,1,2011-2012
Carlos Cuéllar,Spain,Aston Villa,1,2011-2012
Steven Caulker,Sierra Leone,Swansea City,1,2011-2012
Tom Cleverley,England,Manchester United,1,2011-2012
Jack Colback,England,Sunderland AFC,1,2011-2012
Francis Coquelin,France,Arsenal FC,1,2011-2012
Simon Cox,Ireland,West Bromwich Albion,1,2011-2012
Scott Dann,England,Blackburn Rovers,1,2011-2012
Mahamadou Diarra,Mali,Fulham FC,1,2011-2012
Johan Djourou,Switzerland,Arsenal FC,1,2011-2012
David Dunn,England,Blackburn Rovers,1,2011-2012
Ahmed Elmohamady,Egypt,Sunderland AFC,1,2011-2012
Michael Essien,Ghana,Chelsea FC,1,2011-2012
Alejandro Faurlín,Argentina,Queens Park Rangers,1,2011-2012
Darren Fletcher,Scotland,Manchester United,1,2011-2012
Mauro Formica,Argentina,Blackburn Rovers,1,2011-2012
Marc-Antoine Fortuné,France,West Bromwich Albion,1,2011-2012
Emmanuel Frimpong,Ghana,Wolverhampton Wanderers,1,2011-2012
Zoltán Gera,Hungary,West Bromwich Albion,1,2011-2012
Darron Gibson,Ireland,Manchester United,1,2011-2012
Gaël Givet,France,Blackburn Rovers,1,2011-2012
Adam Hammill,England,Wolverhampton Wanderers,1,2011-2012
Jordan Henderson,England,Liverpool FC,1,2011-2012
Jonny Howson,England,Norwich City,1,2011-2012
Branislav Ivanović,Serbia,Chelsea FC,1,2011-2012
Carl Jenkinson,England,Arsenal FC,1,2011-2012
Cameron Jerome,Grenada,Stoke City,1,2011-2012
Billy Jones,England,West Bromwich Albion,1,2011-2012
David Jones,England,Wigan Athletic,1,2011-2012
Jordi Gómez,Spain,Wigan Athletic,1,2011-2012
José Enrique,Spain,Liverpool FC,1,2011-2012
Michael Kightly,England,Wolverhampton Wanderers,1,2011-2012
Laurent Koscielny,France,Arsenal FC,1,2011-2012
Niko Kranjčar,Croatia,Tottenham Hotspur,1,2011-2012
Joleon Lescott,England,Manchester City,1,2011-2012
Eric Lichaj,USA,Aston Villa,1,2011-2012
Leroy Lita,England,Swansea City,1,2011-2012
Jake Livermore,England,Tottenham Hotspur,1,2011-2012
Shane Long,Ireland,West Bromwich Albion,1,2011-2012
Jason Lowe,England,Blackburn Rovers,1,2011-2012
Romelu Lukaku,Belgium,Chelsea FC,1,2011-2012
Sylvain Marveaux,France,Newcastle United,1,2011-2012
James McArthur,Scotland,Wigan Athletic,1,2011-2012
James McCarthy,Ireland,Wigan Athletic,1,2011-2012
Nenad Milijaš,Serbia,Wolverhampton Wanderers,1,2011-2012
Kyle Naughton,England,Norwich City,1,2011-2012
Nedum Onuoha,England,Queens Park Rangers,1,2011-2012
Orlandi,Spain,Swansea City,1,2011-2012
Bradley Orr,England,Queens Park Rangers,1,2011-2012
Alex Oxlade-Chamberlain,England,Arsenal FC,1,2011-2012
Scott Parker,England,Tottenham Hotspur,1,2011-2012
Anthony Pilkington,Ireland,Norwich City,1,2011-2012
David Pizarro,Chile,Manchester City,1,2011-2012
Tim Ream,USA,Bolton Wanderers,1,2011-2012
Sam Ricketts,Wales,Bolton Wanderers,1,2011-2012
Liam Ridgewell,England,West Bromwich Albion,1,2011-2012
Jason Roberts,Grenada,Blackburn Rovers,1,2011-2012
Paul Robinson,England,Blackburn Rovers,1,2011-2012
Paul Robinson,England,Bolton Wanderers,1,2011-2012
Maximiliano Rodríguez,Argentina,Liverpool FC,1,2011-2012
Jack Rodwell,England,Everton FC,1,2011-2012
Conor Sammon,Ireland,Wigan Athletic,1,2011-2012
Sandro,Brazil,Tottenham Hotspur,1,2011-2012
Davide Santon,Italy,Newcastle United,1,2011-2012
Philippe Senderos,Switzerland,Fulham FC,1,2011-2012
Ryan Shawcross,England,Stoke City,1,2011-2012
Ryan Shotton,England,Stoke City,1,2011-2012
Steven Sidwell,England,Fulham FC,1,2011-2012
Martin Škrtel,Slovakia,Liverpool FC,1,2011-2012
Jay Spearing,England,Liverpool FC,1,2011-2012
Ronnie Stam,Netherlands,Wigan Athletic,1,2011-2012
Denis Stracqualursi,Argentina,Everton FC,1,2011-2012
Taye Taïwo,Nigeria,Queens Park Rangers,1,2011-2012
Neil Taylor,Wales,Swansea City,1,2011-2012
John Terry,England,Chelsea FC,1,2011-2012
Michael Turner,England,Sunderland AFC,1,2011-2012
Matthew Upson,England,Stoke City,1,2011-2012
David Vaughan,Wales,Sunderland AFC,1,2011-2012
Thomas Vermaelen,Belgium,Arsenal FC,1,2011-2012
Sam Vokes,Wales,Wolverhampton Wanderers,1,2011-2012
Kyle Walker,England,Tottenham Hotspur,1,2011-2012
Elliott Ward,England,Norwich City,1,2011-2012
Stephen Ward,Ireland,Wolverhampton Wanderers,1,2011-2012
Glenn Whelan,Ireland,Stoke City,1,2011-2012
Zak Whitbread,USA,Norwich City,1,2011-2012
Aaron Wilbraham,England,Norwich City,1,2011-2012
Marc Wilson,Ireland,Stoke City,1,2011-2012
