Player,Country,Team,Assists,Season
Christian Fuchs,Austria,Leicester City,4,2015-2016
Jonny Howson,England,Norwich City,4,2015-2016
Daryl Janmaat,Netherlands,Newcastle United,4,2015-2016
N'Golo Kanté,France,Leicester City,4,2015-2016
Aleksandar Kolarov,Serbia,Manchester City,4,2015-2016
Shane Long,Ireland,Southampton FC,4,2015-2016
Aaron Ramsey,Wales,Arsenal FC,4,2015-2016
Danny Rose,England,Tottenham Hotspur,4,2015-2016
Alexis Sánchez,Chile,Arsenal FC,4,2015-2016
Yaya Touré,Ivory Coast,Manchester City,4,2015-2016
James Ward-Prowse,England,Southampton FC,4,2015-2016
Wilfried Zaha,Ivory Coast,Crystal Palace,4,2015-2016
Sergio Agüero,Argentina,Manchester City,3,2015-2016
Ander Herrera,Spain,Manchester United,3,2015-2016
Vurnon Anita,Curaçao,Newcastle United,3,2015-2016
Wilfried Bony,Ivory Coast,Manchester City,3,2015-2016
Fabio Borini,Italy,Sunderland AFC,3,2015-2016
Chris Brunt,Northern Ireland,West Bromwich Albion,3,2015-2016
Séamus Coleman,Ireland,Everton FC,3,2015-2016
Steven Davis,Northern Ireland,Southampton FC,3,2015-2016
Damien Delaney,Ireland,Crystal Palace,3,2015-2016
Fernandinho,Brazil,Manchester City,3,2015-2016
Darren Fletcher,Scotland,West Bromwich Albion,3,2015-2016
Craig Gardner,England,West Bromwich Albion,3,2015-2016
Rudy Gestede,Benin,Aston Villa,3,2015-2016
Max Gradel,Ivory Coast,AFC Bournemouth,3,2015-2016
Eden Hazard,Belgium,Chelsea FC,3,2015-2016
Jordan Henderson,England,Liverpool FC,3,2015-2016
Glen Johnson,England,Stoke City,3,2015-2016
Harry Kane,England,Tottenham Hotspur,3,2015-2016
Arouna Koné,Ivory Coast,Everton FC,3,2015-2016
Cheikhou Kouyaté,Senegal,West Ham United,3,2015-2016
Jeremain Lens,Netherlands,Sunderland AFC,3,2015-2016
Nemanja Matić,Serbia,Chelsea FC,3,2015-2016
James Morrison,Scotland,West Bromwich Albion,3,2015-2016
Nacho Monreal,Spain,Arsenal FC,3,2015-2016
Kyle Naughton,England,Swansea City,3,2015-2016
Sheyi Ojo,England,Liverpool FC,3,2015-2016
Oscar,Brazil,Chelsea FC,3,2015-2016
Pedro,Spain,Chelsea FC,3,2015-2016
Marc Pugh,England,AFC Bournemouth,3,2015-2016
Jason Puncheon,England,Crystal Palace,3,2015-2016
Nathan Redmond,England,Norwich City,3,2015-2016
Bacary Sagna,France,Manchester City,3,2015-2016
Santi Cazorla,Spain,Arsenal FC,3,2015-2016
Jeffrey Schlupp,Ghana,Leicester City,3,2015-2016
Andrew Surman,England,AFC Bournemouth,3,2015-2016
Antonio Valencia,Ecuador,Manchester United,3,2015-2016
Patrick van Aanholt,Netherlands,Sunderland AFC,3,2015-2016
Theo Walcott,England,Arsenal FC,3,2015-2016
Kyle Walker,England,Tottenham Hotspur,3,2015-2016
Connor Wickham,England,Crystal Palace,3,2015-2016
Ibrahim Afellay,Netherlands,Stoke City,2,2015-2016
Gabriel Agbonlahor,England,Aston Villa,2,2015-2016
Toby Alderweireld,Belgium,Tottenham Hotspur,2,2015-2016
Jordan Amavi,France,Aston Villa,2,2015-2016
Ikechi Anya,Scotland,Watford FC,2,2015-2016
Ayoze Pérez,Spain,Newcastle United,2,2015-2016
Phil Bardsley,Scotland,Stoke City,2,2015-2016
Modou Barrow,Gambia,Swansea City,2,2015-2016
Steven Berghuis,Netherlands,Watford FC,2,2015-2016
Bojan,Spain,Stoke City,2,2015-2016
Robbie Brady,Ireland,Norwich City,2,2015-2016
Joel Campbell,Costa Rica,Arsenal FC,2,2015-2016
Andy Carroll,England,West Ham United,2,2015-2016
Cédric,Portugal,Southampton FC,2,2015-2016
Nacer Chadli,Belgium,Tottenham Hotspur,2,2015-2016
Jack Cork,England,Swansea City,2,2015-2016
Ben Davies,Wales,Tottenham Hotspur,2,2015-2016
Jermain Defoe,England,Sunderland AFC,2,2015-2016
Eric Dier,England,Tottenham Hotspur,2,2015-2016
Leroy Fer,Netherlands,Swansea City,2,2015-2016
Dan Gosling,England,AFC Bournemouth,2,2015-2016
Adlène Guédioura,Algeria,Watford FC,2,2015-2016
Jordon Ibe,England,Liverpool FC,2,2015-2016
Kelechi Iheanacho,Nigeria,Manchester City,2,2015-2016
Branislav Ivanović,Serbia,Chelsea FC,2,2015-2016
Alex Iwobi,Nigeria,Arsenal FC,2,2015-2016
Nikica Jelavić,Croatia,West Ham United,2,2015-2016
Cameron Jerome,Grenada,Norwich City,2,2015-2016
Joselu,Spain,Stoke City,2,2015-2016
Jurado,Spain,Watford FC,2,2015-2016
Andy King,Wales,Leicester City,2,2015-2016
Joshua King,Norway,AFC Bournemouth,2,2015-2016
Manuel Lanzini,Argentina,West Ham United,2,2015-2016
James McArthur,Scotland,Crystal Palace,2,2015-2016
James McCarthy,Ireland,Everton FC,2,2015-2016
James McClean,Ireland,West Bromwich Albion,2,2015-2016
Callum McManaman,England,West Bromwich Albion,2,2015-2016
Kevin Mirallas,Belgium,Everton FC,2,2015-2016
Jefferson Montero,Ecuador,Swansea City,2,2015-2016
Victor Moses,Nigeria,West Ham United,2,2015-2016
Steven Naismith,Scotland,Norwich City,2,2015-2016
Samir Nasri,France,Manchester City,2,2015-2016
Vadis Odjidja-Ofoe,Belgium,Norwich City,2,2015-2016
Martin Olsson,Sweden,Norwich City,2,2015-2016
Marcus Rashford,England,Manchester United,2,2015-2016
Winston Reid,New Zealand,West Ham United,2,2015-2016
Salomón Rondón,Venezuela,West Bromwich Albion,2,2015-2016
Stéphane Sessègnon,Benin,West Bromwich Albion,2,2015-2016
Gylfi Sigurðsson,Iceland,Swansea City,2,2015-2016
Junior Stanislas,England,AFC Bournemouth,2,2015-2016
Raheem Sterling,England,Manchester City,2,2015-2016
Matt Targett,England,Southampton FC,2,2015-2016
Neil Taylor,Wales,Swansea City,2,2015-2016
Ola Toivonen,Sweden,Sunderland AFC,2,2015-2016
Andros Townsend,England,Tottenham Hotspur,2,2015-2016
Leonardo Ulloa,Argentina,Leicester City,2,2015-2016
Enner Valencia,Ecuador,West Ham United,2,2015-2016
Jon Walters,Ireland,Stoke City,2,2015-2016
Danny Welbeck,England,Arsenal FC,2,2015-2016
Ashley Westwood,England,Aston Villa,2,2015-2016
Ashley Young,England,Manchester United,2,2015-2016
Rolando Aarons,Jamaica,Newcastle United,1,2015-2016
Charlie Adam,Scotland,Stoke City,1,2015-2016
Adama Traoré,Spain,Aston Villa,1,2015-2016
Emmanuel Adebayor,Togo,Crystal Palace,1,2015-2016
Nathan Aké,Netherlands,Watford FC,1,2015-2016
Alexandre Pato,Brazil,Chelsea FC,1,2015-2016
Joe Allen,Wales,Liverpool FC,1,2015-2016
Abdul Rahman Baba,Ghana,Chelsea FC,1,2015-2016
Leighton Baines,England,Everton FC,1,2015-2016
Gareth Barry,England,Everton FC,1,2015-2016
Valon Behrami,Switzerland,Watford FC,1,2015-2016
Daley Blind,Netherlands,Manchester United,1,2015-2016
Cameron Borthwick-Jackson,England,Manchester United,1,2015-2016
Yohan Cabaye,France,Crystal Palace,1,2015-2016
Gary Cahill,England,Chelsea FC,1,2015-2016
Étienne Capoue,France,Watford FC,1,2015-2016
Carles Gil,Spain,Aston Villa,1,2015-2016
Bersant Celina,Kosovo,Manchester City,1,2015-2016
Gaël Clichy,France,Manchester City,1,2015-2016
Sebastián Coates,Uruguay,Sunderland AFC,1,2015-2016
Jack Colback,England,Newcastle United,1,2015-2016
Peter Crouch,England,Stoke City,1,2015-2016
Scott Dann,England,Crystal Palace,1,2015-2016
Siem de Jong,Netherlands,Newcastle United,1,2015-2016
Mousa Dembélé,Belgium,Tottenham Hotspur,1,2015-2016
Memphis Depay,Netherlands,Manchester United,1,2015-2016
Mame Diouf,Senegal,Stoke City,1,2015-2016
Graham Dorrans,Scotland,Norwich City,1,2015-2016
Nathan Dyer,England,Swansea City,1,2015-2016
Mohamed Elneny,Egypt,Arsenal FC,1,2015-2016
Jonny Evans,Northern Ireland,West Bromwich Albion,1,2015-2016
Łukasz Fabiański,Poland,Swansea City,1,2015-2016
Federico Fernández,Argentina,Swansea City,1,2015-2016
Jon Flanagan,England,Liverpool FC,1,2015-2016
Steven Fletcher,Scotland,Sunderland AFC,1,2015-2016
Timothy Fosu-Mensah,Netherlands,Manchester United,1,2015-2016
Ramiro Funes Mori,Argentina,Everton FC,1,2015-2016
Brendan Galloway,Zimbabwe,Everton FC,1,2015-2016
Dwight Gayle,England,Crystal Palace,1,2015-2016
Darron Gibson,Ireland,Everton FC,1,2015-2016
Joe Gomez,England,Liverpool FC,1,2015-2016
Bafétimbi Gomis,France,Swansea City,1,2015-2016
Demarai Gray,Jamaica,Leicester City,1,2015-2016
Idrissa Gueye,Senegal,Aston Villa,1,2015-2016
Alan Hutton,Scotland,Aston Villa,1,2015-2016
Stephen Ireland,Ireland,Stoke City,1,2015-2016
Matthew Jarvis,England,West Ham United,1,2015-2016
Billy Jones,England,Sunderland AFC,1,2015-2016
José Fonte,Portugal,Southampton FC,1,2015-2016
Younès Kaboul,France,Sunderland AFC,1,2015-2016
Wahbi Khazri,Tunisia,Sunderland AFC,1,2015-2016
Sung-yueng Ki,South Korea,Swansea City,1,2015-2016
Stephen Kingsley,Scotland,Swansea City,1,2015-2016
Lamine Koné,Ivory Coast,Sunderland AFC,1,2015-2016
Rickie Lambert,England,West Bromwich Albion,1,2015-2016
Sebastian Larsson,Sweden,Sunderland AFC,1,2015-2016
Jonathan Leko,England,West Bromwich Albion,1,2015-2016
Aaron Lennon,England,Everton FC,1,2015-2016
Jesse Lingard,England,Manchester United,1,2015-2016
Ruben Loftus-Cheek,England,Chelsea FC,1,2015-2016
Lucas Leiva,Brazil,Liverpool FC,1,2015-2016
Cuco Martina,Curaçao,Southampton FC,1,2015-2016
Dieumerci Mbokani,Congo DR,Norwich City,1,2015-2016
Clinton N'Jie,Cameroon,Tottenham Hotspur,1,2015-2016
Allan Nyom,Cameroon,Watford FC,1,2015-2016
Eunan O'Kane,Ireland,AFC Bournemouth,1,2015-2016
Gabriel Obertan,France,Newcastle United,1,2015-2016
John Mikel Obi,Nigeria,Chelsea FC,1,2015-2016
Shinji Okazaki,Japan,Leicester City,1,2015-2016
Jonas Olsson,Sweden,West Bromwich Albion,1,2015-2016
Divock Origi,Belgium,Liverpool FC,1,2015-2016
Bryan Oviedo,Costa Rica,Everton FC,1,2015-2016
Juan Paredes,Ecuador,Watford FC,1,2015-2016
Pedro Obiang,Equatorial Guinea,West Ham United,1,2015-2016
Erik Pieters,Netherlands,Stoke City,1,2015-2016
Sébastien Pocognoli,Belgium,West Bromwich Albion,1,2015-2016
Gastón Ramírez,Uruguay,Southampton FC,1,2015-2016
Micah Richards,England,Aston Villa,1,2015-2016
Kieran Richardson,England,Aston Villa,1,2015-2016
Marcos Rojo,Argentina,Manchester United,1,2015-2016
Wayne Routledge,England,Swansea City,1,2015-2016
Diafra Sakho,Senegal,West Ham United,1,2015-2016
Bakary Sako,Mali,Crystal Palace,1,2015-2016
Luke Shaw,England,Manchester United,1,2015-2016
Scott Sinclair,England,Aston Villa,1,2015-2016
Chris Smalling,England,Manchester United,1,2015-2016
Heung-min Son,South Korea,Tottenham Hotspur,1,2015-2016
Pape Souaré,Senegal,Crystal Palace,1,2015-2016
Daniel Sturridge,England,Liverpool FC,1,2015-2016
Kevin Toner,Ireland,Aston Villa,1,2015-2016
Bertrand Traoré,Burkina Faso,Chelsea FC,1,2015-2016
Kieran Trippier,England,Tottenham Hotspur,1,2015-2016
Victor Wanyama,Kenya,Southampton FC,1,2015-2016
Joel Ward,England,Crystal Palace,1,2015-2016
Duncan Watmore,England,Sunderland AFC,1,2015-2016
Ben Watson,England,Watford FC,1,2015-2016
Glenn Whelan,Ireland,Stoke City,1,2015-2016
Ashley Williams,Wales,Swansea City,1,2015-2016
Claudio Yacob,Argentina,West Bromwich Albion,1,2015-2016
DeAndre Yedlin,USA,Sunderland AFC,1,2015-2016
Pablo Zabaleta,Argentina,Manchester City,1,2015-2016
