Player,Country,Team,Assists,Season
Robbie Fowler,England,Liverpool FC,3,2000-2001
Steve Guppy,England,Leicester City,3,2000-2001
Mustapha Hadji,Morocco,Coventry City,3,2000-2001
Dietmar Hamann,Germany,Liverpool FC,3,2000-2001
Claus Jensen,Denmark,Charlton Athletic,3,2000-2001
Robbie Keane,Ireland,Leeds United,3,2000-2001
Gary Kelly,Ireland,Leeds United,3,2000-2001
Giorgi Kinkladze,Georgia,Derby County,3,2000-2001
Radostin Kishishev,Bulgaria,Charlton Athletic,3,2000-2001
Frank Lampard,England,West Ham United,3,2000-2001
Neil Lennon,Northern Ireland,Leicester City,3,2000-2001
Freddie Ljungberg,Sweden,Arsenal FC,3,2000-2001
Chris Makin,England,Sunderland AFC,3,2000-2001
Gavin McCann,England,Sunderland AFC,3,2000-2001
Mario Melchiot,Netherlands,Chelsea FC,3,2000-2001
Danny Murphy,England,Liverpool FC,3,2000-2001
Richard Naylor,England,Ipswich Town,3,2000-2001
Michael Owen,England,Liverpool FC,3,2000-2001
Alex Rae,Scotland,Sunderland AFC,3,2000-2001
Hámilton Ricard,Colombia,Middlesbrough FC,3,2000-2001
Stefan Schwarz,Sweden,Sunderland AFC,3,2000-2001
James Scowcroft,England,Ipswich Town,3,2000-2001
Tim Sherwood,England,Tottenham Hotspur,3,2000-2001
Trevor Sinclair,England,West Ham United,3,2000-2001
Gary Speed,Wales,Newcastle United,3,2000-2001
David Thompson,England,Coventry City,3,2000-2001
Danny Tiatto,Australia,Manchester City,3,2000-2001
David Unsworth,England,Everton FC,3,2000-2001
Paulo Wanchope,Costa Rica,Manchester City,3,2000-2001
Steve Watson,England,Everton FC,3,2000-2001
Fabian Wilnis,Netherlands,Ipswich Town,3,2000-2001
Jermaine Wright,England,Ipswich Town,3,2000-2001
Tony Adams,England,Arsenal FC,2,2000-2001
Ade Akinbiyi,England,Leicester City,2,2000-2001
John Aloisi,Australia,Coventry City,2,2000-2001
Shola Ameobi,Nigeria,Newcastle United,2,2000-2001
Alun Armstrong,England,Ipswich Town,2,2000-2001
Peter Atherton,England,Bradford City,2,2000-2001
Gary Breen,Ireland,Coventry City,2,2000-2001
Wayne Bridge,England,Southampton FC,2,2000-2001
Craig Burley,Scotland,Derby County,2,2000-2001
Deon Burton,Jamaica,Derby County,2,2000-2001
Nicky Butt,England,Manchester United,2,2000-2001
Danny Cadamarteri,England,Everton FC,2,2000-2001
Kevin Campbell,England,Everton FC,2,2000-2001
Stephen Carr,Ireland,Tottenham Hotspur,2,2000-2001
Joe Cole,England,West Ham United,2,2000-2001
Carl Cort,Guyana,Newcastle United,2,2000-2001
Paul Dickov,Scotland,Manchester City,2,2000-2001
Lee Dixon,England,Arsenal FC,2,2000-2001
Duncan Ferguson,Scotland,Everton FC,2,2000-2001
Steven Gerrard,England,Liverpool FC,2,2000-2001
Dean Gordon,England,Middlesbrough FC,2,2000-2001
Thomas Gravesen,Denmark,Everton FC,2,2000-2001
Michael Gray,England,Sunderland AFC,2,2000-2001
Gilles Grimandi,France,Arsenal FC,2,2000-2001
Denis Irwin,Ireland,Manchester United,2,2000-2001
Jonatan Johansson,Finland,Charlton Athletic,2,2000-2001
Kevin Kilbane,Ireland,Sunderland AFC,2,2000-2001
Mark Kinsella,Ireland,Charlton Athletic,2,2000-2001
Paul Konchesky,England,Charlton Athletic,2,2000-2001
Graeme Le Saux,England,Chelsea FC,2,2000-2001
Kevin Lisbie,Jamaica,Charlton Athletic,2,2000-2001
Lomana LuaLua,Congo DR,Newcastle United,2,2000-2001
Stefan Oakes,England,Leicester City,2,2000-2001
Gary Pallister,England,Middlesbrough FC,2,2000-2001
Dan Petrescu,Romania,Southampton FC,2,2000-2001
Chris Powell,England,Charlton Athletic,2,2000-2001
Niall Quinn,Ireland,Sunderland AFC,2,2000-2001
Martijn Reuser,Netherlands,Ipswich Town,2,2000-2001
Chris Riggott,England,Derby County,2,2000-2001
John Robinson,Wales,Charlton Athletic,2,2000-2001
Alan Shearer,England,Newcastle United,2,2000-2001
Mikaël Silvestre,France,Manchester United,2,2000-2001
Frank Sinclair,Jamaica,Leicester City,2,2000-2001
Steve Staunton,Ireland,Liverpool FC,2,2000-2001
Steve Stone,England,Aston Villa,2,2000-2001
Sylvinho,Brazil,Arsenal FC,2,2000-2001
Ian Taylor,England,Aston Villa,2,2000-2001
Jo Tessem,Norway,Southampton FC,2,2000-2001
David Weir,Scotland,Everton FC,2,2000-2001
Dean Windass,England,Middlesbrough FC,2,2000-2001
Christian Ziege,Germany,Liverpool FC,2,2000-2001
Niclas Alexandersson,Sweden,Everton FC,1,2000-2001
Juan Pablo Ángel,Colombia,Aston Villa,1,2000-2001
Eirik Bakke,Norway,Leeds United,1,2000-2001
Shaun Bartlett,South Africa,Charlton Athletic,1,2000-2001
Peter Beagrie,England,Bradford City,1,2000-2001
Craig Bellamy,Wales,Coventry City,1,2000-2001
Paul Boertien,England,Derby County,1,2000-2001
Bjørn Otto Bragstad,Norway,Derby County,1,2000-2001
Mark Burchill,Scotland,Ipswich Town,1,2000-2001
Andy Campbell,England,Middlesbrough FC,1,2000-2001
Lee Carsley,Ireland,Coventry City,1,2000-2001
Patrice Carteron,France,Sunderland AFC,1,2000-2001
Laurent Charvet,France,Newcastle United,1,2000-2001
Malcolm Christie,England,Derby County,1,2000-2001
Daniel Cordone,Argentina,Newcastle United,1,2000-2001
Jody Craddock,England,Sunderland AFC,1,2000-2001
Callum Davidson,Scotland,Leicester City,1,2000-2001
Brian Deane,England,Middlesbrough FC,1,2000-2001
Marcel Desailly,France,Chelsea FC,1,2000-2001
Roberto Di Matteo,Italy,Chelsea FC,1,2000-2001
Danny Dichio,England,Sunderland AFC,1,2000-2001
Jason Dodd,England,Southampton FC,1,2000-2001
Gary Doherty,Ireland,Tottenham Hotspur,1,2000-2001
Mark Draper,England,Southampton FC,1,2000-2001
Darren Eadie,England,Leicester City,1,2000-2001
Ugo Ehiogu,England,Middlesbrough FC,1,2000-2001
Matt Elliott,Scotland,Leicester City,1,2000-2001
John Eustace,England,Coventry City,1,2000-2001
Les Ferdinand,England,Tottenham Hotspur,1,2000-2001
Curtis Fleming,Ireland,Middlesbrough FC,1,2000-2001
Paul Gascoigne,England,Everton FC,1,2000-2001
Scott Gemmill,Scotland,Everton FC,1,2000-2001
Alain Goma,France,Newcastle United,1,2000-2001
Danny Granville,England,Manchester City,1,2000-2001
Jonathan Greening,England,Manchester United,1,2000-2001
Jesper Grønkjær,Denmark,Chelsea FC,1,2000-2001
Arnar Gunnlaugsson,Iceland,Leicester City,1,2000-2001
Alf-Inge Håland,Norway,Manchester City,1,2000-2001
Danny Higginbotham,Gibraltar,Derby County,1,2000-2001
Kevin Horlock,Northern Ireland,Manchester City,1,2000-2001
Stephen Howey,England,Manchester City,1,2000-2001
Darren Huckerby,England,Manchester City,1,2000-2001
Aaron Hughes,Northern Ireland,Newcastle United,1,2000-2001
Stephen Hughes,England,Everton FC,1,2000-2001
Andy Hunt,England,Charlton Athletic,1,2000-2001
Sami Hyypiä,Finland,Liverpool FC,1,2000-2001
Andy Impey,England,Leicester City,1,2000-2001
Paul Ince,England,Middlesbrough FC,1,2000-2001
Steffen Iversen,Norway,Tottenham Hotspur,1,2000-2001
Muzzy Izzet,Turkey,Leicester City,1,2000-2001
Francis Jeffers,England,Everton FC,1,2000-2001
Julian Joachim,England,Aston Villa,1,2000-2001
Joseph-Désiré Job,Cameroon,Middlesbrough FC,1,2000-2001
David Johnson,Jamaica,Ipswich Town,1,2000-2001
Slaviša Jokanović,Serbia,Chelsea FC,1,2000-2001
Andrey Kanchelskis,Russia,Manchester City,1,2000-2001
Ledley King,England,Tottenham Hotspur,1,2000-2001
Kevin Kyle,Scotland,Sunderland AFC,1,2000-2001
Jamie Lawrence,Jamaica,Bradford City,1,2000-2001
Oleg Luzhniy,Ukraine,Arsenal FC,1,2000-2001
Chris Marsden,England,Southampton FC,1,2000-2001
Lee Marshall,England,Leicester City,1,2000-2001
Lilian Martin,France,Derby County,1,2000-2001
Nigel Martyn,England,Leeds United,1,2000-2001
Dominic Matteo,Scotland,Leeds United,1,2000-2001
Danny Mills,England,Leeds United,1,2000-2001
Joe-Max Moore,USA,Everton FC,1,2000-2001
Robbie Mustoe,England,Middlesbrough FC,1,2000-2001
Gary Naysmith,Scotland,Everton FC,1,2000-2001
Gary Neville,England,Manchester United,1,2000-2001
Shaun Newton,England,Charlton Athletic,1,2000-2001
Keith O'Neill,Ireland,Middlesbrough FC,1,2000-2001
Paul Okon,Australia,Middlesbrough FC,1,2000-2001
Stuart Pearce,England,West Ham United,1,2000-2001
Barry Quinn,Ireland,Coventry City,1,2000-2001
Wayne Quinn,England,Newcastle United,1,2000-2001
Gary Rowett,England,Leicester City,1,2000-2001
Richard Rufus,England,Charlton Athletic,1,2000-2001
John Salako,England,Charlton Athletic,1,2000-2001
Stefan Schnoor,Germany,Derby County,1,2000-2001
Lee Sharpe,England,Bradford City,1,2000-2001
Gareth Southgate,England,Aston Villa,1,2000-2001
Philip Stamp,England,Middlesbrough FC,1,2000-2001
Mathias Svensson,Sweden,Charlton Athletic,1,2000-2001
Gerry Taggart,Northern Ireland,Leicester City,1,2000-2001
Svetoslav Todorov,Bulgaria,West Ham United,1,2000-2001
Simo Valakari,Finland,Derby County,1,2000-2001
Darius Vassell,England,Aston Villa,1,2000-2001
Nelson Vivas,Argentina,Arsenal FC,1,2000-2001
George Weah,Liberia,Manchester City,1,2000-2001
Gareth Whalley,England,Bradford City,1,2000-2001
Noel Whelan,England,Middlesbrough FC,1,2000-2001
Jason Wilcox,England,Leeds United,1,2000-2001
Paul Williams,England,Coventry City,1,2000-2001
Nigel Winterburn,England,West Ham United,1,2000-2001
Stephen Wright,England,Liverpool FC,1,2000-2001
