Player,Country,Team,Assists,Season
Derek Geary,Ireland,Sheffield United,3,2006-2007
James Harper,England,Reading FC,3,2006-2007
Heiðar Helguson,Iceland,Fulham FC,3,2006-2007
Thierry Henry,France,Arsenal FC,3,2006-2007
Emile Heskey,England,Wigan Athletic,3,2006-2007
Tom Huddlestone,England,Tottenham Hotspur,3,2006-2007
Claus Jensen,Denmark,Fulham FC,3,2006-2007
Andy Johnson,England,Everton FC,3,2006-2007
Colin Kâzım-Richards,Turkey,Sheffield United,3,2006-2007
Obafemi Martins,Nigeria,Newcastle United,3,2006-2007
John Mikel Obi,Nigeria,Chelsea FC,3,2006-2007
John Oster,Wales,Reading FC,3,2006-2007
Pedro Mendes,Portugal,Portsmouth FC,3,2006-2007
Franck Queudrue,France,Fulham FC,3,2006-2007
Stephen Quinn,Ireland,Sheffield United,3,2006-2007
Tomasz Radzinski,Canada,Fulham FC,3,2006-2007
Ki-hyeon Seol,South Korea,Reading FC,3,2006-2007
Nolberto Solano,Peru,Newcastle United,3,2006-2007
Gary Speed,Wales,Bolton Wanderers,3,2006-2007
Jerome Thomas,England,Charlton Athletic,3,2006-2007
Kolo Touré,Ivory Coast,Arsenal FC,3,2006-2007
Robin van Persie,Netherlands,Arsenal FC,3,2006-2007
Theo Walcott,England,Arsenal FC,3,2006-2007
Daniel Agger,Denmark,Liverpool FC,2,2006-2007
Emre Belözoğlu,Turkey,Newcastle United,2,2006-2007
Marcus Bent,England,Charlton Athletic,2,2006-2007
Patrik Berger,Czech Republic,Aston Villa,2,2006-2007
Lee Bowyer,England,West Ham United,2,2006-2007
Wes Brown,England,Manchester United,2,2006-2007
Nicky Butt,England,Newcastle United,2,2006-2007
Sol Campbell,England,Portsmouth FC,2,2006-2007
Lee Cattermole,England,Middlesbrough FC,2,2006-2007
Ashley Cole,England,Chelsea FC,2,2006-2007
Bernardo Corradi,Italy,Manchester City,2,2006-2007
Paul Dickov,Scotland,Manchester City,2,2006-2007
Papa Bouba Diop,Senegal,Fulham FC,2,2006-2007
Kieron Dyer,England,Newcastle United,2,2006-2007
Michael Essien,Ghana,Chelsea FC,2,2006-2007
Jason Euell,Jamaica,Middlesbrough FC,2,2006-2007
Fábio Rochemback,Brazil,Middlesbrough FC,2,2006-2007
Robbie Fowler,England,Liverpool FC,2,2006-2007
Steven Gerrard,England,Liverpool FC,2,2006-2007
Hossam Ghaly,Egypt,Tottenham Hotspur,2,2006-2007
Keith Gillespie,Northern Ireland,Sheffield United,2,2006-2007
Jimmy Floyd Hasselbaink,Netherlands,Charlton Athletic,2,2006-2007
Hermann Hreiðarsson,Iceland,Charlton Athletic,2,2006-2007
Jermaine Jenas,England,Tottenham Hotspur,2,2006-2007
Glen Johnson,England,Portsmouth FC,2,2006-2007
Michael Johnson,England,Manchester City,2,2006-2007
Júlio Baptista,Brazil,Arsenal FC,2,2006-2007
Steve Kabba,England,Watford FC,2,2006-2007
Nwankwo Kanu,Nigeria,Portsmouth FC,2,2006-2007
Robbie Keane,Ireland,Tottenham Hotspur,2,2006-2007
Tugay Kerimoğlu,Turkey,Blackburn Rovers,2,2006-2007
Marlon King,Jamaica,Watford FC,2,2006-2007
Dave Kitson,England,Reading FC,2,2006-2007
Paul Konchesky,England,West Ham United,2,2006-2007
Niko Kranjčar,Croatia,Portsmouth FC,2,2006-2007
George McCartney,Northern Ireland,West Ham United,2,2006-2007
James Morrison,Scotland,Middlesbrough FC,2,2006-2007
Émile Mpenza,Belgium,Manchester City,2,2006-2007
Charles N'Zogbia,France,Newcastle United,2,2006-2007
Shabani Nonda,Congo DR,Blackburn Rovers,2,2006-2007
Leon Osman,England,Everton FC,2,2006-2007
Ji-Sung Park,South Korea,Manchester United,2,2006-2007
Scott Parker,England,Newcastle United,2,2006-2007
Henrik Pedersen,Denmark,Bolton Wanderers,2,2006-2007
Dennis Rommedahl,Denmark,Charlton Athletic,2,2006-2007
Liam Rosenior,England,Fulham FC,2,2006-2007
Tomáš Rosický,Czech Republic,Arsenal FC,2,2006-2007
Josip Skoko,Australia,Wigan Athletic,2,2006-2007
Chris Sutton,England,Aston Villa,2,2006-2007
Idan Tal,Israel,Bolton Wanderers,2,2006-2007
Stephen Warnock,England,Liverpool FC,2,2006-2007
Darren Ambrose,England,Charlton Athletic,1,2006-2007
Shola Ameobi,Nigeria,Newcastle United,1,2006-2007
Juan Pablo Ángel,Colombia,Aston Villa,1,2006-2007
Victor Anichebe,Nigeria,Everton FC,1,2006-2007
Arbeloa,Spain,Liverpool FC,1,2006-2007
Julio Arca,Argentina,Middlesbrough FC,1,2006-2007
Benoît Assou-Ekotto,Cameroon,Tottenham Hotspur,1,2006-2007
Leighton Baines,England,Wigan Athletic,1,2006-2007
Michael Ballack,Germany,Chelsea FC,1,2006-2007
Phil Bardsley,Scotland,Aston Villa,1,2006-2007
Milan Baroš,Czech Republic,Aston Villa,1,2006-2007
DaMarcus Beasley,USA,Manchester City,1,2006-2007
Darren Bent,England,Charlton Athletic,1,2006-2007
George Boateng,Netherlands,Middlesbrough FC,1,2006-2007
Emmerson Boyce,Barbados,Wigan Athletic,1,2006-2007
Jimmy Bullard,England,Fulham FC,1,2006-2007
Tim Cahill,Australia,Everton FC,1,2006-2007
Andy Cole,England,Portsmouth FC,1,2006-2007
Carlton Cole,England,West Ham United,1,2006-2007
Calum Davenport,England,West Ham United,1,2006-2007
Edgar Davids,Netherlands,Tottenham Hotspur,1,2006-2007
Steven Davis,Northern Ireland,Aston Villa,1,2006-2007
Ulises De la Cruz,Ecuador,Reading FC,1,2006-2007
Jermain Defoe,England,Tottenham Hotspur,1,2006-2007
Denilson,Brazil,Arsenal FC,1,2006-2007
Matt Derbyshire,England,Blackburn Rovers,1,2006-2007
Kevin Doyle,Ireland,Reading FC,1,2006-2007
Damien Duff,Ireland,Newcastle United,1,2006-2007
Talal El-Karkouri,Morocco,Charlton Athletic,1,2006-2007
Lauren Etame Mayer,Cameroon,Portsmouth FC,1,2006-2007
Matthew Etherington,England,West Ham United,1,2006-2007
Anton Ferdinand,England,West Ham United,1,2006-2007
Mathieu Flamini,France,Arsenal FC,1,2006-2007
Darren Fletcher,Scotland,Manchester United,1,2006-2007
Caleb Folan,England,Wigan Athletic,1,2006-2007
Damien Francis,Jamaica,Watford FC,1,2006-2007
Ricardo Gardner,Jamaica,Bolton Wanderers,1,2006-2007
Stylianos Giannakopoulos,Greece,Bolton Wanderers,1,2006-2007
Gilberto Silva,Brazil,Arsenal FC,1,2006-2007
Dietmar Hamann,Germany,Manchester City,1,2006-2007
Marlon Harewood,England,West Ham United,1,2006-2007
Stéphane Henchoz,Switzerland,Blackburn Rovers,1,2006-2007
Matt Holland,Ireland,Charlton Athletic,1,2006-2007
Bryan Hughes,England,Charlton Athletic,1,2006-2007
Rob Hulse,England,Sheffield United,1,2006-2007
Nicky Hunt,England,Bolton Wanderers,1,2006-2007
Sami Hyypiä,Finland,Liverpool FC,1,2006-2007
Ívar Ingimarsson,Iceland,Reading FC,1,2006-2007
Stephen Ireland,Ireland,Manchester City,1,2006-2007
Phil Jagielka,England,Sheffield United,1,2006-2007
David James,England,Portsmouth FC,1,2006-2007
Francis Jeffers,England,Blackburn Rovers,1,2006-2007
Andreas Johansson,Sweden,Wigan Athletic,1,2006-2007
Adam Johnson,England,Middlesbrough FC,1,2006-2007
Salomon Kalou,Ivory Coast,Chelsea FC,1,2006-2007
Ledley King,England,Tottenham Hotspur,1,2006-2007
Chris Kirkland,England,Wigan Athletic,1,2006-2007
Denny Landzaat,Netherlands,Wigan Athletic,1,2006-2007
Martin Laursen,Denmark,Aston Villa,1,2006-2007
Jens Lehmann,Germany,Arsenal FC,1,2006-2007
Mikele Leigertwood,Antigua & Barbuda,Sheffield United,1,2006-2007
Joleon Lescott,England,Everton FC,1,2006-2007
Manuel Fernandes,Portugal,Portsmouth FC,1,2006-2007
Chris Morgan,England,Sheffield United,1,2006-2007
Danny Murphy,England,Tottenham Hotspur,1,2006-2007
Christian Nadé,France,Sheffield United,1,2006-2007
Geremi Njitap,Cameroon,Chelsea FC,1,2006-2007
Kevin Nolan,England,Bolton Wanderers,1,2006-2007
John O'Shea,Ireland,Manchester United,1,2006-2007
Isaiah Osbourne,England,Aston Villa,1,2006-2007
Stilian Petrov,Bulgaria,Aston Villa,1,2006-2007
Alan Quinn,Ireland,Sheffield United,1,2006-2007
Nigel Reo-Coker,England,West Ham United,1,2006-2007
Ricardo Carvalho,Portugal,Chelsea FC,1,2006-2007
Ricardo Vaz Tê,Portugal,Bolton Wanderers,1,2006-2007
Liam Ridgewell,England,Aston Villa,1,2006-2007
John Arne Riise,Norway,Liverpool FC,1,2006-2007
Jason Roberts,Grenada,Blackburn Rovers,1,2006-2007
Wayne Routledge,England,Fulham FC,1,2006-2007
Christopher Samba,Congo,Blackburn Rovers,1,2006-2007
Robbie Savage,Wales,Blackburn Rovers,1,2006-2007
Paul Scharner,Austria,Wigan Athletic,1,2006-2007
Paul Scholes,England,Manchester United,1,2006-2007
Danny Shittu,Nigeria,Watford FC,1,2006-2007
Antoine Sibierski,France,Newcastle United,1,2006-2007
Alan Smith,England,Manchester United,1,2006-2007
Ole Gunnar Solskjær,Norway,Manchester United,1,2006-2007
Alex Song,Cameroon,Charlton Athletic,1,2006-2007
Paul Stalteri,Canada,Tottenham Hotspur,1,2006-2007
Jordan Stewart,England,Watford FC,1,2006-2007
Teemu Tainio,Finland,Tottenham Hotspur,1,2006-2007
Ryan Taylor,England,Wigan Athletic,1,2006-2007
Ben Thatcher,Wales,Manchester City,1,2006-2007
David Thompson,England,Portsmouth FC,1,2006-2007
Hatem Trabelsi,Tunisia,Manchester City,1,2006-2007
David Unsworth,England,Wigan Athletic,1,2006-2007
Darius Vassell,England,Manchester City,1,2006-2007
Tony Warner,Trinidad & Tobago,,1,2006-2007
Peter Whittingham,England,Aston Villa,1,2006-2007
Jonathan Woodgate,England,Middlesbrough FC,1,2006-2007
Xabi Alonso,Spain,Liverpool FC,1,2006-2007
Zhi Zheng,China,Charlton Athletic,1,2006-2007
