Player,Country,Team,Assists,Season
Matěj Vydra,Czech Republic,Burnley FC,2,2020-2021
Kyle Walker-Peters,England,Southampton FC,2,2020-2021
Granit Xhaka,Switzerland,Arsenal FC,2,2020-2021
Wilfried Zaha,Ivory Coast,Crystal Palace,2,2020-2021
Tammy Abraham,England,Chelsea FC,1,2020-2021
Sergio Agüero,Argentina,Manchester City,1,2020-2021
Ola Aina,Nigeria,Fulham FC,1,2020-2021
Rayan Aït Nouri,Algeria,Wolverhampton Wanderers,1,2020-2021
Dele Alli,England,Tottenham Hotspur,1,2020-2021
Miguel Almirón,Paraguay,Newcastle United,1,2020-2021
Joachim Andersen,Denmark,Fulham FC,1,2020-2021
André Gomes,Portugal,Everton FC,1,2020-2021
Ayoze Pérez,Spain,Leicester City,1,2020-2021
Ross Barkley,England,Chelsea FC,1,2020-2021
Kyle Bartley,England,West Bromwich Albion,1,2020-2021
Chris Basham,England,Sheffield United,1,2020-2021
Michy Batshuayi,Belgium,Crystal Palace,1,2020-2021
Jan Bednarek,Poland,Southampton FC,1,2020-2021
Christian Benteke,Belgium,Crystal Palace,1,2020-2021
Sander Berge,Norway,Sheffield United,1,2020-2021
Ryan Bertrand,England,Southampton FC,1,2020-2021
Willy Boly,Ivory Coast,Wolverhampton Wanderers,1,2020-2021
Robbie Brady,Ireland,Burnley FC,1,2020-2021
Josh Brownhill,England,Burnley FC,1,2020-2021
Oliver Burke,Scotland,Sheffield United,1,2020-2021
Gary Cahill,England,Crystal Palace,1,2020-2021
Tom Cairney,England,Fulham FC,1,2020-2021
Cédric,Portugal,Arsenal FC,1,2020-2021
Nathaniel Clyne,England,Crystal Palace,1,2020-2021
Aaron Connolly,Ireland,Brighton & Hove Albion,1,2020-2021
Ben Davies,Wales,Tottenham Hotspur,1,2020-2021
Tom Davies,England,Everton FC,1,2020-2021
Keinan Davis,England,Aston Villa,1,2020-2021
Amad Diallo,Ivory Coast,Manchester United,1,2020-2021
Ederson,Brazil,Manchester City,1,2020-2021
John Egan,Ireland,Sheffield United,1,2020-2021
Ryan Fredericks,England,West Ham United,1,2020-2021
Gabriel Martinelli,Brazil,Arsenal FC,1,2020-2021
Dwight Gayle,England,Newcastle United,1,2020-2021
Kamil Grosicki,Poland,West Bromwich Albion,1,2020-2021
Jordan Henderson,England,Liverpool FC,1,2020-2021
Jeff Hendrick,Ireland,Newcastle United,1,2020-2021
Rob Holding,England,Arsenal FC,1,2020-2021
Conor Hourihane,Ireland,Aston Villa,1,2020-2021
Alireza Jahanbakhsh,Iran,Brighton & Hove Albion,1,2020-2021
Dan James,Wales,Manchester United,1,2020-2021
João Moutinho,Portugal,Wolverhampton Wanderers,1,2020-2021
Sam Johnstone,England,West Bromwich Albion,1,2020-2021
Jorginho,Italy,Chelsea FC,1,2020-2021
James Justin,England,Leicester City,1,2020-2021
Michael Keane,England,Everton FC,1,2020-2021
Maximilian Kilman,England,Wolverhampton Wanderers,1,2020-2021
Mateo Kovačić,Croatia,Chelsea FC,1,2020-2021
Adam Lallana,England,Brighton & Hove Albion,1,2020-2021
Tariq Lamptey,Ghana,Brighton & Hove Albion,1,2020-2021
Manuel Lanzini,Argentina,West Ham United,1,2020-2021
Jamal Lewis,Northern Ireland,Newcastle United,1,2020-2021
Victor Lindelöf,Sweden,Manchester United,1,2020-2021
Giovani Lo Celso,Argentina,Tottenham Hotspur,1,2020-2021
Matthew Longstaff,England,Newcastle United,1,2020-2021
Matthew Lowton,England,Burnley FC,1,2020-2021
Alexis Mac Allister,Argentina,Brighton & Hove Albion,1,2020-2021
Harry Maguire,England,Manchester United,1,2020-2021
Solly March,England,Brighton & Hove Albion,1,2020-2021
David McGoldrick,Ireland,Sheffield United,1,2020-2021
Scott McTominay,Scotland,Manchester United,1,2020-2021
Benjamin Mendy,France,Manchester City,1,2020-2021
Nampalys Mendy,Senegal,Leicester City,1,2020-2021
Luka Milivojević,Serbia,Crystal Palace,1,2020-2021
James Milner,England,Liverpool FC,1,2020-2021
Tyrick Mitchell,England,Crystal Palace,1,2020-2021
Nélson Semedo,Portugal,Wolverhampton Wanderers,1,2020-2021
Eddie Nketiah,England,Arsenal FC,1,2020-2021
Oriol Romeu,Spain,Southampton FC,1,2020-2021
Owen Otasowie,USA,Wolverhampton Wanderers,1,2020-2021
Alex Oxlade-Chamberlain,England,Liverpool FC,1,2020-2021
Nicolas Pépé,Ivory Coast,Arsenal FC,1,2020-2021
Matthew Phillips,Scotland,West Bromwich Albion,1,2020-2021
Nathaniel Phillips,England,Liverpool FC,1,2020-2021
Erik Pieters,Netherlands,Burnley FC,1,2020-2021
Dennis Praet,Belgium,Leicester City,1,2020-2021
Ricardo Pereira,Portugal,Leicester City,1,2020-2021
Declan Rice,England,West Ham United,1,2020-2021
Jack Robinson,England,Sheffield United,1,2020-2021
Rúben Neves,Portugal,Wolverhampton Wanderers,1,2020-2021
Tomáš Souček,Czech Republic,West Ham United,1,2020-2021
Enda Stevens,Ireland,Sheffield United,1,2020-2021
Percy Tau,South Africa,Brighton & Hove Albion,1,2020-2021
Charlie Taylor,England,Burnley FC,1,2020-2021
Nathan Tella,England,Southampton FC,1,2020-2021
Kenny Tete,Netherlands,Fulham FC,1,2020-2021
Trézéguet,Egypt,Aston Villa,1,2020-2021
Patrick van Aanholt,Netherlands,Crystal Palace,1,2020-2021
Donny van de Beek,Netherlands,Manchester United,1,2020-2021
Joël Veltman,Netherlands,Brighton & Hove Albion,1,2020-2021
Vitinha,Portugal,Wolverhampton Wanderers,1,2020-2021
Kyle Walker,England,Manchester City,1,2020-2021
Joel Ward,England,Crystal Palace,1,2020-2021
Danny Welbeck,England,Brighton & Hove Albion,1,2020-2021
Andrey Yarmolenko,Ukraine,West Ham United,1,2020-2021
Okay Yokuşlu,Turkey,West Bromwich Albion,1,2020-2021
