Player,Country,Team,Goals,Season
Tomáš Rosický,Czech Republic,Arsenal FC,7,2009-2010
Paul Scholes,England,Manchester United,7,2009-2010
Mark Noble,England,West Ham United,7,2009-2010
Jamie O'Hara,England,Portsmouth FC,7,2009-2010
Andy Reid,Ireland,Sunderland AFC,7,2009-2010
Alberto Aquilani,Italy,Liverpool FC,7,2009-2010
Adam Johnson,England,Manchester City,7,2009-2010
David N'Gog,France,Liverpool FC,6,2009-2010
Denilson,Brazil,Arsenal FC,6,2009-2010
Sebastian Larsson,Sweden,Birmingham City,6,2009-2010
Ryan Nelsen,New Zealand,Blackburn Rovers,6,2009-2010
Martin Paterson,Northern Ireland,Burnley FC,6,2009-2010
Tuncay Şanlı,Turkey,Stoke City,6,2009-2010
Tamir Cohen,Israel,Bolton Wanderers,6,2009-2010
Aaron Ramsey,Wales,Arsenal FC,6,2009-2010
Theo Walcott,England,Arsenal FC,6,2009-2010
Robbie Blake,England,Burnley FC,6,2009-2010
Samir Nasri,France,Arsenal FC,6,2009-2010
Jordan Henderson,England,Sunderland AFC,6,2009-2010
Danny Murphy,England,Fulham FC,5,2009-2010
Ryan Babel,Netherlands,Liverpool FC,5,2009-2010
Jimmy Bullard,England,Hull City,5,2009-2010
Nadir Belhadj,Algeria,Portsmouth FC,5,2009-2010
Kevin-Prince Boateng,Ghana,Portsmouth FC,5,2009-2010
El-Hadji Diouf,Senegal,Blackburn Rovers,5,2009-2010
Emile Heskey,England,Aston Villa,5,2009-2010
Robert Huth,Germany,Stoke City,5,2009-2010
Jan Vennegoor of Hesselink,Netherlands,Hull City,5,2009-2010
Michael Brown,England,Wigan Athletic,5,2009-2010
Jack Collison,Wales,West Ham United,5,2009-2010
Landon Donovan,USA,Everton FC,5,2009-2010
Chris Eagles,England,Burnley FC,5,2009-2010
Marouane Fellaini,Belgium,Everton FC,5,2009-2010
Zoltán Gera,Hungary,Fulham FC,5,2009-2010
Tom Huddlestone,England,Tottenham Hotspur,5,2009-2010
Nenad Milijaš,Serbia,Wolverhampton Wanderers,5,2009-2010
Scott Parker,England,West Ham United,5,2009-2010
Ryan Shawcross,England,Stoke City,5,2009-2010
Glenn Whelan,Ireland,Stoke City,5,2009-2010
Jozy Altidore,USA,Hull City,5,2009-2010
Branislav Ivanović,Serbia,Chelsea FC,5,2009-2010
Steed Malbranque,France,Sunderland AFC,5,2009-2010
Tyrone Mears,Jamaica,Burnley FC,5,2009-2010
Bacary Sagna,France,Arsenal FC,5,2009-2010
Ilan,Brazil,West Ham United,4,2009-2010
Kevin Phillips,England,Birmingham City,4,2009-2010
Christopher Samba,Congo,Blackburn Rovers,4,2009-2010
Steven Thompson,Scotland,Burnley FC,4,2009-2010
Emmerson Boyce,Barbados,Wigan Athletic,4,2009-2010
Johan Elmander,Sweden,Bolton Wanderers,4,2009-2010
Ji-Sung Park,South Korea,Manchester United,4,2009-2010
Liam Ridgewell,England,Birmingham City,4,2009-2010
Carlos Cuéllar,Spain,Aston Villa,4,2009-2010
Deco,Portugal,Chelsea FC,4,2009-2010
Craig Fagan,England,Hull City,4,2009-2010
Darron Gibson,Ireland,Manchester United,4,2009-2010
Gaël Givet,France,Blackburn Rovers,4,2009-2010
Stephen Ireland,Ireland,Manchester City,4,2009-2010
Nwankwo Kanu,Nigeria,Portsmouth FC,4,2009-2010
Vincent Kompany,Belgium,Manchester City,4,2009-2010
Radoslav Kováč,Czech Republic,West Ham United,4,2009-2010
Jack Rodwell,England,Everton FC,4,2009-2010
Junior Stanislas,England,West Ham United,4,2009-2010
John Terry,England,Chelsea FC,4,2009-2010
Jack Cork,England,Burnley FC,4,2009-2010
Julien Faubert,Martinique,West Ham United,4,2009-2010
Benni McCarthy,South Africa,Blackburn Rovers,4,2009-2010
Victor Moses,Nigeria,Wigan Athletic,4,2009-2010
Maximiliano Rodríguez,Argentina,Liverpool FC,4,2009-2010
Albert Riera,Spain,Liverpool FC,4,2009-2010
Fábio Aurélio,Brazil,Liverpool FC,4,2009-2010
Emiliano Insúa,Argentina,Liverpool FC,4,2009-2010
Richard Dunne,Ireland,Manchester City,3,2009-2010
Michael Essien,Ghana,Chelsea FC,3,2009-2010
William Gallas,France,Arsenal FC,3,2009-2010
Géovanni,Brazil,Hull City,3,2009-2010
Younès Kaboul,France,Portsmouth FC,3,2009-2010
Dave Kitson,England,Stoke City,3,2009-2010
Michael Owen,England,Manchester United,3,2009-2010
Roque Santa Cruz,Paraguay,Manchester City,3,2009-2010
Matthew Upson,England,West Ham United,3,2009-2010
Stewart Downing,England,Aston Villa,3,2009-2010
Nikola Kalinić,Croatia,Blackburn Rovers,3,2009-2010
Leon Osman,England,Everton FC,3,2009-2010
Micah Richards,England,Manchester City,3,2009-2010
Mamady Sidibe,Mali,Stoke City,3,2009-2010
Kamil Zayatte,Guinea,Hull City,3,2009-2010
Anderson,Brazil,Manchester United,3,2009-2010
Benoît Assou-Ekotto,Cameroon,Tottenham Hotspur,3,2009-2010
Pascal Chimbonda,France,Blackburn Rovers,3,2009-2010
Vedran Ćorluka,Croatia,Tottenham Hotspur,3,2009-2010
Craig Gardner,England,Birmingham City,3,2009-2010
Danny Higginbotham,Gibraltar,Stoke City,3,2009-2010
Jermaine Jenas,England,Tottenham Hotspur,3,2009-2010
Luis Jiménez,Chile,West Ham United,3,2009-2010
David Jones,England,Wolverhampton Wanderers,3,2009-2010
Liam Lawrence,Ireland,Stoke City,3,2009-2010
Dean Marney,England,Hull City,3,2009-2010
Jason Scotland,Trinidad & Tobago,Wigan Athletic,3,2009-2010
John Utaka,Nigeria,Portsmouth FC,3,2009-2010
Patrick Vieira,France,Manchester City,3,2009-2010
Ronald Zubar,Guadeloupe,Wolverhampton Wanderers,3,2009-2010
Benjani,Zimbabwe,Manchester City,3,2009-2010
Christophe Berra,Scotland,Wolverhampton Wanderers,3,2009-2010
Lee Cattermole,England,Sunderland AFC,3,2009-2010
Emmanuel Eboué,Ivory Coast,Arsenal FC,3,2009-2010
Patrice Evra,France,Manchester United,3,2009-2010
John Heitinga,Netherlands,Everton FC,3,2009-2010
Robinho,Brazil,Manchester City,3,2009-2010
Stephen Warnock,England,Aston Villa,3,2009-2010
Vladimír Weiss,Slovakia,Manchester City,3,2009-2010
James Beattie,England,Stoke City,2,2009-2010
Titus Bramble,England,Wigan Athletic,2,2009-2010
Gary Caldwell,Scotland,Wigan Athletic,2,2009-2010
Michael Carrick,England,Manchester United,2,2009-2010
Manuel Da Costa,Morocco,West Ham United,2,2009-2010
Michael Dawson,England,Tottenham Hotspur,2,2009-2010
Sylvain Ebanks-Blake,England,Wolverhampton Wanderers,2,2009-2010
Abdoulaye Faye,Senegal,Stoke City,2,2009-2010
Caleb Folan,England,Hull City,2,2009-2010
Dan Gosling,England,Everton FC,2,2009-2010
Ledley King,England,Tottenham Hotspur,2,2009-2010
Steven Nzonzi,France,Blackburn Rovers,2,2009-2010
Stefano Okaka,Italy,Fulham FC,2,2009-2010
Hassan Yebda,Algeria,Portsmouth FC,2,2009-2010
Boudewijn Zenden,Netherlands,Sunderland AFC,2,2009-2010
Keith Andrews,Ireland,Blackburn Rovers,2,2009-2010
Victor Anichebe,Nigeria,Everton FC,2,2009-2010
Valon Behrami,Switzerland,West Ham United,2,2009-2010
David Bentley,England,Tottenham Hotspur,2,2009-2010
George Boateng,Netherlands,Hull City,2,2009-2010
Franco Di Santo,Argentina,Blackburn Rovers,2,2009-2010
Momo Diamé,Senegal,Wigan Athletic,2,2009-2010
David Elm,Sweden,Fulham FC,2,2009-2010
Maynor Figueroa,Honduras,Wigan Athletic,2,2009-2010
Danny Fox,Scotland,Burnley FC,2,2009-2010
Ricardo Gardner,Jamaica,Bolton Wanderers,2,2009-2010
Kamel Ghilas,Algeria,Hull City,2,2009-2010
Jonathan Greening,England,Fulham FC,2,2009-2010
Jordi Gómez,Spain,Wigan Athletic,2,2009-2010
Andy Keogh,Ireland,Wolverhampton Wanderers,2,2009-2010
Kevin Kilbane,Ireland,Hull City,2,2009-2010
Paul Konchesky,England,Fulham FC,2,2009-2010
Jason Koumas,Wales,Wigan Athletic,2,2009-2010
Joleon Lescott,England,Manchester City,2,2009-2010
Federico Macheda,Italy,Manchester United,2,2009-2010
James McCarthy,Ireland,Wigan Athletic,2,2009-2010
Kevin McDonald,Scotland,Burnley FC,2,2009-2010
John O'Shea,Ireland,Manchester United,2,2009-2010
Nedum Onuoha,England,Manchester City,2,2009-2010
Wilson Palacios,Honduras,Tottenham Hotspur,2,2009-2010
Rafael,Brazil,Manchester United,2,2009-2010
Kieran Richardson,England,Sunderland AFC,2,2009-2010
Tommy Smith,England,Portsmouth FC,2,2009-2010
Alex Song,Cameroon,Arsenal FC,2,2009-2010
Danny Webber,England,Portsmouth FC,2,2009-2010
Jack Wilshere,England,Arsenal FC,2,2009-2010
Stephen Carr,Ireland,Birmingham City,2,2009-2010
Scott Dann,England,Birmingham City,2,2009-2010
Simon Davies,Wales,Fulham FC,2,2009-2010
Keith Fahey,Ireland,Birmingham City,2,2009-2010
Lucas Leiva,Brazil,Liverpool FC,2,2009-2010
Lucas Neill,Australia,Everton FC,2,2009-2010
Paul Robinson,England,Bolton Wanderers,2,2009-2010
Steven Sidwell,England,Aston Villa,2,2009-2010
Grétar Steinsson,Iceland,Bolton Wanderers,2,2009-2010
Anthony Vanden Borre,Belgium,Portsmouth FC,2,2009-2010
Yuriy Zhirkov,Russia,Chelsea FC,2,2009-2010
Alex,Brazil,Chelsea FC,1,2009-2010
Will Atkinson,England,Hull City,1,2009-2010
Sébastien Bassong,Cameroon,Tottenham Hotspur,1,2009-2010
André Bikey,Cameroon,Burnley FC,1,2009-2010
Boa Morte,Portugal,West Ham United,1,2009-2010
Tom Cairney,England,Hull City,1,2009-2010
Steven Caldwell,Scotland,Burnley FC,1,2009-2010
James Collins,Wales,Aston Villa,1,2009-2010
Mark Cullen,England,Hull City,1,2009-2010
Curtis Davies,England,Aston Villa,1,2009-2010
Andy Dawson,England,Hull City,1,2009-2010
Nathan Delfouneso,England,Aston Villa,1,2009-2010
Salif Diao,Senegal,Stoke City,1,2009-2010
Mame Diouf,Senegal,Manchester United,1,2009-2010
David Edwards,Wales,Wolverhampton Wanderers,1,2009-2010
Fran Mérida,Spain,Arsenal FC,1,2009-2010
Steve Gohouri,Ivory Coast,Wigan Athletic,1,2009-2010
Eiður Guðjohnsen,Iceland,Tottenham Hotspur,1,2009-2010
Adlène Guédioura,Algeria,Wolverhampton Wanderers,1,2009-2010
Brede Hangeland,Norway,Fulham FC,1,2009-2010
Zavon Hines,Jamaica,West Ham United,1,2009-2010
Hermann Hreiðarsson,Iceland,Portsmouth FC,1,2009-2010
Javi Garrido,Spain,Manchester City,1,2009-2010
Diomansy Kamara,Senegal,Fulham FC,1,2009-2010
Zat Knight,England,Bolton Wanderers,1,2009-2010
Sotirios Kyrgiakos,Greece,Liverpool FC,1,2009-2010
Stefan Maierhofer,Austria,Wolverhampton Wanderers,1,2009-2010
John Mensah,Ghana,Sunderland AFC,1,2009-2010
Steven Mouyokolo,France,Hull City,1,2009-2010
Fabrice Muamba,England,Bolton Wanderers,1,2009-2010
Garry O'Connor,Scotland,Birmingham City,1,2009-2010
Seyi Olofinjana,Nigeria,Hull City,1,2009-2010
Danny Pugh,England,Stoke City,1,2009-2010
Danny Rose,England,Tottenham Hotspur,1,2009-2010
Mikaël Silvestre,France,Arsenal FC,1,2009-2010
Scott Sinclair,England,Wigan Athletic,1,2009-2010
Martin Škrtel,Slovakia,Liverpool FC,1,2009-2010
Richard Stearman,England,Wolverhampton Wanderers,1,2009-2010
Daniel Sturridge,England,Chelsea FC,1,2009-2010
Kolo Touré,Ivory Coast,Manchester City,1,2009-2010
Michael Turner,England,Hull City,1,2009-2010
James Vaughan,England,Everton FC,1,2009-2010
Carlos Vela,Mexico,Arsenal FC,1,2009-2010
Nemanja Vidić,Serbia,Manchester United,1,2009-2010
Ben Watson,England,Wigan Athletic,1,2009-2010
Joseph Yobo,Nigeria,Everton FC,1,2009-2010
Chris Baird,Northern Ireland,Fulham FC,1,2009-2010
Chris Basham,England,Bolton Wanderers,1,2009-2010
Belletti,Brazil,Chelsea FC,1,2009-2010
Bosingwa,Portugal,Chelsea FC,1,2009-2010
Sol Campbell,England,Arsenal FC,1,2009-2010
Lorik Cana,Albania,Sunderland AFC,1,2009-2010
Petr Čech,Czech Republic,Chelsea FC,1,2009-2010
Séamus Coleman,Ireland,Everton FC,1,2009-2010
Leon Cort,Guyana,Burnley FC,1,2009-2010
Paulo Da Silva,Paraguay,Sunderland AFC,1,2009-2010
Sylvain Distin,France,Portsmouth FC,1,2009-2010
Kieron Dyer,England,West Ham United,1,2009-2010
Jonny Evans,Northern Ireland,Manchester United,1,2009-2010
Anton Ferdinand,England,Sunderland AFC,1,2009-2010
Steve Finnan,Ireland,Portsmouth FC,1,2009-2010
Kevin Foley,Ireland,Wolverhampton Wanderers,1,2009-2010
Richard García,Australia,Hull City,1,2009-2010
Wayne Hennessey,Wales,Wolverhampton Wanderers,1,2009-2010
Tony Hibbert,England,Everton FC,1,2009-2010
Sam Hutchinson,England,Chelsea FC,1,2009-2010
Brian Jensen,Denmark,Burnley FC,1,2009-2010
Jô,Brazil,Everton FC,1,2009-2010
Andy Johnson,England,Fulham FC,1,2009-2010
Roger Johnson,England,Birmingham City,1,2009-2010
Stephen Jordan,England,Burnley FC,1,2009-2010
Manuel Almunia,Spain,Arsenal FC,1,2009-2010
Mario Melchiot,Netherlands,Wigan Athletic,1,2009-2010
Míchel,Spain,Birmingham City,1,2009-2010
Míchel Salgado,Spain,Blackburn Rovers,1,2009-2010
Marcelo Moreno,Bolivia,Wigan Athletic,1,2009-2010
Gary Neville,England,Manchester United,1,2009-2010
Phil Neville,England,Everton FC,1,2009-2010
John Mikel Obi,Nigeria,Chelsea FC,1,2009-2010
Martin Olsson,Sweden,Blackburn Rovers,1,2009-2010
Quincy Owusu-Abeyie,Ghana,Portsmouth FC,1,2009-2010
John Paintsil,Ghana,Fulham FC,1,2009-2010
Pepe Reina,Spain,Liverpool FC,1,2009-2010
Stilian Petrov,Bulgaria,Aston Villa,1,2009-2010
Sam Ricketts,Wales,Bolton Wanderers,1,2009-2010
Paul Robinson,England,Blackburn Rovers,1,2009-2010
Nicky Shorey,England,Aston Villa,1,2009-2010
Andriy Voronin,Ukraine,Liverpool FC,1,2009-2010
Stephen Ward,Ireland,Wolverhampton Wanderers,1,2009-2010
