Player,Country,Team,Goals,Season
André Ayew,Ghana,West Ham United,3,2017-2018
Christian Benteke,Belgium,Crystal Palace,3,2017-2018
Emre Can,Germany,Liverpool FC,3,2017-2018
Andy Carroll,England,West Ham United,3,2017-2018
Sam Clucas,England,Swansea City,3,2017-2018
Danilo,Brazil,Manchester City,3,2017-2018
Steven Davis,Northern Ireland,Southampton FC,3,2017-2018
Demarai Gray,Jamaica,Leicester City,3,2017-2018
Iborra,Spain,Leicester City,3,2017-2018
Kelechi Iheanacho,Nigeria,Leicester City,3,2017-2018
Alex Iwobi,Nigeria,Arsenal FC,3,2017-2018
Daryl Janmaat,Netherlands,Watford FC,3,2017-2018
Juan Mata,Spain,Manchester United,3,2017-2018
Andy King,Wales,Swansea City,3,2017-2018
Anthony Knockaert,France,Brighton & Hove Albion,3,2017-2018
Jamaal Lascelles,England,Newcastle United,3,2017-2018
Henrikh Mkhitaryan,Armenia,Manchester United,3,2017-2018
Victor Moses,Nigeria,Chelsea FC,3,2017-2018
Shkodran Mustafi,Germany,Arsenal FC,3,2017-2018
Alex Oxlade-Chamberlain,England,Liverpool FC,3,2017-2018
Matt Ritchie,Scotland,Newcastle United,3,2017-2018
Bakary Sako,Mali,Crystal Palace,3,2017-2018
James Tomkins,England,Crystal Palace,3,2017-2018
Antonio Valencia,Ecuador,Manchester United,3,2017-2018
Rajiv van La Parra,Netherlands,Huddersfield Town,3,2017-2018
Theo Walcott,England,Everton FC,3,2017-2018
James Ward-Prowse,England,Southampton FC,3,2017-2018
Nathan Aké,Netherlands,AFC Bournemouth,2,2017-2018
Marc Albrighton,England,Leicester City,2,2017-2018
Joe Allen,Wales,Stoke City,2,2017-2018
Scott Arfield,Canada,Burnley FC,2,2017-2018
Christian Atsu,Ghana,Newcastle United,2,2017-2018
Sèrge Aurier,Ivory Coast,Tottenham Hotspur,2,2017-2018
Azpilicueta,Spain,Chelsea FC,2,2017-2018
Leighton Baines,England,Everton FC,2,2017-2018
Tiemoué Bakayoko,France,Chelsea FC,2,2017-2018
Michy Batshuayi,Belgium,Chelsea FC,2,2017-2018
Wilfried Bony,Ivory Coast,Swansea City,2,2017-2018
Sofiane Boufal,Morocco,Southampton FC,2,2017-2018
Cesc Fàbregas,Spain,Chelsea FC,2,2017-2018
Ciaran Clark,Ireland,Newcastle United,2,2017-2018
Steve Cook,England,AFC Bournemouth,2,2017-2018
Jack Cork,England,Burnley FC,2,2017-2018
Ben Davies,Wales,Tottenham Hotspur,2,2017-2018
Tom Davies,England,Everton FC,2,2017-2018
Craig Dawson,England,West Bromwich Albion,2,2017-2018
Momo Diamé,Senegal,Newcastle United,2,2017-2018
Jonny Evans,Northern Ireland,West Bromwich Albion,2,2017-2018
Dan Gosling,England,AFC Bournemouth,2,2017-2018
Jóhann Guðmundsson,Iceland,Burnley FC,2,2017-2018
Idrissa Gueye,Senegal,Everton FC,2,2017-2018
Héctor Bellerín,Spain,Arsenal FC,2,2017-2018
Ahmed Hegazy,Egypt,West Bromwich Albion,2,2017-2018
Tomer Hemed,Israel,Brighton & Hove Albion,2,2017-2018
Jeff Hendrick,Ireland,Burnley FC,2,2017-2018
Will Hughes,England,Watford FC,2,2017-2018
Jordon Ibe,England,AFC Bournemouth,2,2017-2018
Tom Ince,England,Huddersfield Town,2,2017-2018
João Mário,Portugal,West Ham United,2,2017-2018
Christian Kabasele,Belgium,Watford FC,2,2017-2018
Kenedy,Brazil,Newcastle United,2,2017-2018
Sung-yueng Ki,South Korea,Swansea City,2,2017-2018
Sead Kolašinac,Bosnia-Herzegovina,Arsenal FC,2,2017-2018
Laurent Koscielny,France,Arsenal FC,2,2017-2018
Cheikhou Kouyaté,Senegal,West Ham United,2,2017-2018
Érik Lamela,Argentina,Tottenham Hotspur,2,2017-2018
Jake Livermore,England,West Bromwich Albion,2,2017-2018
Ruben Loftus-Cheek,England,Crystal Palace,2,2017-2018
Shane Long,Ireland,Southampton FC,2,2017-2018
Dejan Lovren,Croatia,Liverpool FC,2,2017-2018
Harry Maguire,England,Leicester City,2,2017-2018
Alfie Mawson,England,Swansea City,2,2017-2018
Lys Mousset,France,AFC Bournemouth,2,2017-2018
Badou Ndiaye,Senegal,Stoke City,2,2017-2018
Pedro Obiang,Equatorial Guinea,West Ham United,2,2017-2018
Matthew Phillips,Scotland,West Bromwich Albion,2,2017-2018
Hal Robson-Kanu,Wales,West Bromwich Albion,2,2017-2018
Antonio Rüdiger,Germany,Chelsea FC,2,2017-2018
Diafra Sakho,Senegal,West Ham United,2,2017-2018
Ramadan Sobhi,Egypt,Stoke City,2,2017-2018
Jack Stephens,England,Southampton FC,2,2017-2018
Daniel Sturridge,England,West Bromwich Albion,2,2017-2018
Andrew Surman,England,AFC Bournemouth,2,2017-2018
Andros Townsend,England,Crystal Palace,2,2017-2018
Maya Yoshida,Japan,Southampton FC,2,2017-2018
Ashley Young,England,Manchester United,2,2017-2018
Trent Alexander-Arnold,England,Liverpool FC,1,2017-2018
Harry Arter,Ireland,AFC Bournemouth,1,2017-2018
Eric Bailly,Ivory Coast,Manchester United,1,2017-2018
Gareth Barry,England,West Bromwich Albion,1,2017-2018
Jan Bednarek,Poland,Southampton FC,1,2017-2018
Yannick Bolasie,Congo DR,Everton FC,1,2017-2018
Robbie Brady,Ireland,Burnley FC,1,2017-2018
Miguel Britos,Uruguay,Watford FC,1,2017-2018
Étienne Capoue,France,Watford FC,1,2017-2018
André Carrillo,Peru,Watford FC,1,2017-2018
Nacer Chadli,Belgium,West Bromwich Albion,1,2017-2018
Tom Cleverley,England,Watford FC,1,2017-2018
James Collins,Wales,West Ham United,1,2017-2018
Aaron Cresswell,England,West Ham United,1,2017-2018
Charlie Daniels,England,AFC Bournemouth,1,2017-2018
Scott Dann,England,Crystal Palace,1,2017-2018
David Luiz,Brazil,Chelsea FC,1,2017-2018
Steven Defour,Belgium,Burnley FC,1,2017-2018
Fabian Delph,England,Manchester City,1,2017-2018
Danny Drinkwater,England,Chelsea FC,1,2017-2018
Lewis Dunk,England,Brighton & Hove Albion,1,2017-2018
Leroy Fer,Netherlands,Swansea City,1,2017-2018
Federico Fernández,Argentina,Swansea City,1,2017-2018
Sam Field,England,West Bromwich Albion,1,2017-2018
Darren Fletcher,Scotland,Stoke City,1,2017-2018
Gerard Deulofeu,Spain,Watford FC,1,2017-2018
Isaac Hayden,England,Newcastle United,1,2017-2018
Jordan Henderson,England,Liverpool FC,1,2017-2018
Danny Ings,England,Liverpool FC,1,2017-2018
Jesé,Spain,Stoke City,1,2017-2018
Elias Kachunga,Congo DR,Huddersfield Town,1,2017-2018
N'Golo Kanté,France,Chelsea FC,1,2017-2018
Kiko Femenía,Spain,Watford FC,1,2017-2018
Ragnar Klavan,Estonia,Liverpool FC,1,2017-2018
Vincent Kompany,Belgium,Manchester City,1,2017-2018
Mario Lemina,Gabon,Southampton FC,1,2017-2018
Llorente,Spain,Tottenham Hotspur,1,2017-2018
Jürgen Locadia,Curaçao,Brighton & Hove Albion,1,2017-2018
Joe Lolley,England,Huddersfield Town,1,2017-2018
Kevin Long,Ireland,Burnley FC,1,2017-2018
Solly March,England,Brighton & Hove Albion,1,2017-2018
Nemanja Matić,Serbia,Manchester United,1,2017-2018
Joel Matip,Cameroon,Liverpool FC,1,2017-2018
James McClean,Ireland,West Bromwich Albion,1,2017-2018
Per Mertesacker,Germany,Arsenal FC,1,2017-2018
Mikel Merino,Spain,Newcastle United,1,2017-2018
Aleksandar Mitrović,Serbia,Newcastle United,1,2017-2018
James Morrison,Scotland,West Bromwich Albion,1,2017-2018
Jacob Murphy,England,Newcastle United,1,2017-2018
Luciano Narsingh,Netherlands,Swansea City,1,2017-2018
Angelo Ogbonna,Italy,West Ham United,1,2017-2018
Stefano Okaka,Italy,Watford FC,1,2017-2018
Oriol Romeu,Spain,Southampton FC,1,2017-2018
Alex Pritchard,England,Huddersfield Town,1,2017-2018
Nathan Redmond,England,Southampton FC,1,2017-2018
Andy Robertson,Scotland,Liverpool FC,1,2017-2018
Henri Saivet,Senegal,Newcastle United,1,2017-2018
Mamadou Sakho,France,Crystal Palace,1,2017-2018
Ryan Shawcross,England,Stoke City,1,2017-2018
Jonjo Shelvey,England,Newcastle United,1,2017-2018
Moussa Sissoko,France,Tottenham Hotspur,1,2017-2018
Islam Slimani,Algeria,Newcastle United,1,2017-2018
Adam Smith,England,AFC Bournemouth,1,2017-2018
Dominic Solanke,England,Liverpool FC,1,2017-2018
Leonardo Ulloa,Argentina,Leicester City,1,2017-2018
Mike van der Hoorn,Netherlands,Swansea City,1,2017-2018
Molla Wagué,Mali,Watford FC,1,2017-2018
Victor Wanyama,Kenya,Tottenham Hotspur,1,2017-2018
Stephen Ward,Ireland,Burnley FC,1,2017-2018
Georginio Wijnaldum,Netherlands,Liverpool FC,1,2017-2018
Ashley Williams,Wales,Everton FC,1,2017-2018
Jack Wilshere,England,Arsenal FC,1,2017-2018
Granit Xhaka,Switzerland,Arsenal FC,1,2017-2018
Davide Zappacosta,Italy,Chelsea FC,1,2017-2018
Kurt Zouma,France,Stoke City,1,2017-2018
