Player,Country,Team,Goals,Season
Álex Vallejo,Spain,Huddersfield Town,1,2021-2022
Jamie Allen,England,Coventry City,1,2021-2022
Mads Andersen,Denmark,Barnsley FC,1,2021-2022
Tino Anjorin,England,Huddersfield Town,1,2021-2022
Leandro Bacuna,Curaçao,Cardiff City,1,2021-2022
Nathan Baker,England,Bristol City,1,2021-2022
Tyreeq Bakinson,England,Bristol City,1,2021-2022
George Baldock,Greece,Sheffield United,1,2021-2022
Daniel Ballard,Northern Ireland,Millwall FC,1,2021-2022
Amari'i Bell,Jamaica,Luton Town,1,2021-2022
Krystian Bielik,Poland,Derby County,1,2021-2022
Marc Bola,England,Middlesbrough FC,1,2021-2022
James Bree,England,Luton Town,1,2021-2022
David Brooks,Wales,AFC Bournemouth,1,2021-2022
Reece Burke,England,Luton Town,1,2021-2022
Ben Cabango,Wales,Swansea City,1,2021-2022
Cafú,Portugal,Nottingham Forest,1,2021-2022
Andrew Cannon,England,Hull City,1,2021-2022
Sonny Carey,England,Blackpool FC,1,2021-2022
Oliver Casey,England,Blackpool FC,1,2021-2022
Eiran Cashin,Ireland,Derby County,1,2021-2022
Tahith Chong,Netherlands,Birmingham City,1,2021-2022
Matt Clarke,England,West Bromwich Albion,1,2021-2022
Devante Cole,England,Barnsley FC,1,2021-2022
Maxime Colin,France,Birmingham City,1,2021-2022
Lewis Cook,England,AFC Bournemouth,1,2021-2022
Lewie Coyle,England,Hull City,1,2021-2022
Bradley Dack,England,Blackburn Rovers,1,2021-2022
Jay Dasilva,Wales,Bristol City,1,2021-2022
Ben Davies,England,Sheffield United,1,2021-2022
Kenny Dougall,Australia,Blackpool FC,1,2021-2022
Alfie Doughty,England,Stoke City,1,2021-2022
Flynn Downes,England,Swansea City,1,2021-2022
Danny Drinkwater,England,Reading FC,1,2021-2022
Josh Earl,England,Preston North End,1,2021-2022
Malcolm Ebiowei,England,Derby County,1,2021-2022
George Evans,England,Millwall FC,1,2021-2022
Fábio Tavares,Portugal,Coventry City,1,2021-2022
John Fleck,Scotland,Sheffield United,1,2021-2022
Marcus Forss,Finland,Hull City,1,2021-2022
Dael Fry,England,Middlesbrough FC,1,2021-2022
Claudio Gomes,France,Barnsley FC,1,2021-2022
Nico Gordon,England,Birmingham City,1,2021-2022
Alen Halilović,Croatia,Reading FC,1,2021-2022
Michał Helik,Poland,Barnsley FC,1,2021-2022
Tom Holmes,England,Reading FC,1,2021-2022
Conor Hourihane,Ireland,Sheffield United,1,2021-2022
Jonny Howson,England,Middlesbrough FC,1,2021-2022
Andrew Hughes,Wales,Preston North End,1,2021-2022
James Husband,England,Blackpool FC,1,2021-2022
Jordan James,Wales,Birmingham City,1,2021-2022
Matty James,England,Bristol City,1,2021-2022
Stefan Johansen,Norway,Queens Park Rangers,1,2021-2022
Alfie Jones,England,Hull City,1,2021-2022
Isaiah Jones,England,Middlesbrough FC,1,2021-2022
Todd Kane,England,Coventry City,1,2021-2022
Lloyd Kelly,England,AFC Bournemouth,1,2021-2022
Frankie Kent,England,Peterborough United,1,2021-2022
Andy King,Wales,Bristol City,1,2021-2022
Cédric Kipré,Ivory Coast,West Bromwich Albion,1,2021-2022
Timm Klose,Switzerland,Bristol City,1,2021-2022
Jefferson Lerma,Colombia,AFC Bournemouth,1,2021-2022
Tom Lockyer,Wales,Luton Town,1,2021-2022
Max Lowe,England,Nottingham Forest,1,2021-2022
Seán Maguire,Ireland,Preston North End,1,2021-2022
Josh Maja,Nigeria,Stoke City,1,2021-2022
Aiden Marsh,England,Barnsley FC,1,2021-2022
Ali McCann,Northern Ireland,Preston North End,1,2021-2022
Alexander Mighten,England,Nottingham Forest,1,2021-2022
Jayson Molumby,Ireland,West Bromwich Albion,1,2021-2022
Pelly-Ruddock Mpanzu,Congo DR,Luton Town,1,2021-2022
Oliver Norwood,Northern Ireland,Sheffield United,1,2021-2022
Callum O'Dowda,Ireland,Bristol City,1,2021-2022
Denis Odoi,Belgium,Fulham FC,1,2021-2022
Josh Onomah,England,Fulham FC,1,2021-2022
Leo Østigård,Norway,Stoke City,1,2021-2022
Marlon Pack,England,Cardiff City,1,2021-2022
Kasey Palmer,Jamaica,Bristol City,1,2021-2022
Romal Palmer,England,Barnsley FC,1,2021-2022
Martín Payero,Argentina,Middlesbrough FC,1,2021-2022
Jaden Philogene,England,Stoke City,1,2021-2022
Brad Potts,England,Preston North End,1,2021-2022
Ian Poveda,Colombia,Blackburn Rovers,1,2021-2022
George Pușcaș,Romania,Reading FC,1,2021-2022
Joe Ralls,England,Cardiff City,1,2021-2022
Tim Ream,USA,Fulham FC,1,2021-2022
Morgan Rogers,England,AFC Bournemouth,1,2021-2022
Allahyar Sayyadmanesh,Iran,Hull City,1,2021-2022
Jean Seri,Ivory Coast,Fulham FC,1,2021-2022
Graeme Shinnie,Scotland,Derby County,1,2021-2022
Jordan Shipley,Ireland,Coventry City,1,2021-2022
Toby Sibbick,England,Barnsley FC,1,2021-2022
Louie Sibley,England,Derby County,1,2021-2022
Matt Smith,England,Millwall FC,1,2021-2022
Tommy Smith,England,Stoke City,1,2021-2022
Tyler Smith,England,Hull City,1,2021-2022
Enda Stevens,Ireland,Sheffield United,1,2021-2022
Jack Stretton,England,Derby County,1,2021-2022
George Tanner,England,Bristol City,1,2021-2022
Nathan Thompson,England,Peterborough United,1,2021-2022
Lewis Travis,England,Blackburn Rovers,1,2021-2022
Josh Tymon,England,Stoke City,1,2021-2022
Sepp van den Berg,Netherlands,Preston North End,1,2021-2022
Jan Paul van Hecke,Netherlands,Blackburn Rovers,1,2021-2022
Martyn Waghorn,England,Coventry City,1,2021-2022
Max Watters,England,Cardiff City,1,2021-2022
Ben Wilmot,England,Stoke City,1,2021-2022
D'Margio Wright-Phillips,England,Stoke City,1,2021-2022
Andy Yiadom,Ghana,Reading FC,1,2021-2022
