Player,Country,Team,Goals,Season
Paul Smith,England,Gillingham FC,3,2000-2001
Martin Taylor,England,Blackburn Rovers,3,2000-2001
Thomas Thøgersen,Denmark,Portsmouth FC,3,2000-2001
Andy Tod,Scotland,Stockport County,3,2000-2001
Stewart Wardley,England,Queens Park Rangers,3,2000-2001
Paul Weller,England,Burnley FC,3,2000-2001
Enhua Zhang,China,Grimsby Town,3,2000-2001
Gareth Ainsworth,England,Wimbledon FC,2,2000-2001
Matthew Appleby,England,Barnsley FC,2,2000-2001
Simon Baldry,England,Huddersfield Town,2,2000-2001
Kevin Ball,England,Burnley FC,2,2000-2001
Stuart Barlow,England,Tranmere Rovers,2,2000-2001
Darren Barnard,Wales,Barnsley FC,2,2000-2001
Steve Basham,England,Preston North End,2,2000-2001
Eyal Berkovic,Israel,Blackburn Rovers,2,2000-2001
Stuart Campbell,England,Grimsby Town,2,2000-2001
Peter Clark,England,Stockport County,2,2000-2001
Andrew Cooke,England,Burnley FC,2,2000-2001
Anthony Crane,England,Sheffield Wednesday,2,2000-2001
Richard Cresswell,England,Sheffield Wednesday,2,2000-2001
Robbie Elliott,England,Bolton Wanderers,2,2000-2001
Fabrice Fernandes,France,Fulham FC,2,2000-2001
Steve Finnan,Ireland,Fulham FC,2,2000-2001
Gaetano Giallanza,Italy,Norwich City,2,2000-2001
Wayne Gill,England,Tranmere Rovers,2,2000-2001
Bjarne Goldbæk,Denmark,Fulham FC,2,2000-2001
Dean Gorré,Netherlands,Huddersfield Town,2,2000-2001
Sean Gregan,England,Preston North End,2,2000-2001
Jon Harley,England,Wimbledon FC,2,2000-2001
Kevin Harper,Scotland,Portsmouth FC,2,2000-2001
Ian Hendon,England,Sheffield Wednesday,2,2000-2001
Andy Hessenthaler,England,Gillingham FC,2,2000-2001
Andy Hinchcliffe,England,Sheffield Wednesday,2,2000-2001
Jon-Olav Hjelde,Norway,Nottingham Forest,2,2000-2001
Chris Hope,England,Gillingham FC,2,2000-2001
Stern John,St. Lucia,Nottingham Forest,2,2000-2001
David Johnson,Jamaica,Nottingham Forest,2,2000-2001
Michael Johnson,Jamaica,Birmingham City,2,2000-2001
Darren Kenton,England,Norwich City,2,2000-2001
Samuel Koejoe,Netherlands,Queens Park Rangers,2,2000-2001
Stan Lazaridis,Australia,Birmingham City,2,2000-2001
Joleon Lescott,England,Wolverhampton Wanderers,2,2000-2001
Junior Lewis,England,Gillingham FC,2,2000-2001
Leyton Maxwell,Wales,Stockport County,2,2000-2001
Seyni N'Diaye,Senegal,Tranmere Rovers,2,2000-2001
Shane Nicholson,England,Stockport County,2,2000-2001
Ben Olsen,USA,Nottingham Forest,2,2000-2001
Egil Østenstad,Norway,Blackburn Rovers,2,2000-2001
Chris Plummer,England,Queens Park Rangers,2,2000-2001
Ludovic Pollet,France,Wolverhampton Wanderers,2,2000-2001
Alan Quinn,Ireland,Sheffield Wednesday,2,2000-2001
Wayne Quinn,England,Sheffield United,2,2000-2001
Andy Reid,Ireland,Nottingham Forest,2,2000-2001
Paul Rideout,England,Tranmere Rovers,2,2000-2001
Stuart Ripley,England,Sheffield Wednesday,2,2000-2001
Andy Roberts,England,Wimbledon FC,2,2000-2001
Neil Ruddock,England,Crystal Palace,2,2000-2001
Andy Sinton,England,Wolverhampton Wanderers,2,2000-2001
Richard Sneekes,Netherlands,West Bromwich Albion,2,2000-2001
Nicky Southall,England,Gillingham FC,2,2000-2001
Andrejs Štolcers,Latvia,Fulham FC,2,2000-2001
James Thomas,Wales,Sheffield United,2,2000-2001
Jason Van Blerk,Australia,West Bromwich Albion,2,2000-2001
Paolo Vernazza,England,Watford FC,2,2000-2001
Ashley Westwood,England,Sheffield Wednesday,2,2000-2001
Curtis Woodhouse,England,Sheffield United,2,2000-2001
Steve Yates,England,Tranmere Rovers,2,2000-2001
Zema Abbey,England,Norwich City,1,2000-2001
Barry Ashby,England,Gillingham FC,1,2000-2001
Darren Bazeley,England,Wolverhampton Wanderers,1,2000-2001
Henning Berg,Norway,Blackburn Rovers,1,2000-2001
Kent Bergersen,Norway,Stockport County,1,2000-2001
Marcus Bignot,England,Queens Park Rangers,1,2000-2001
Stig Inge Bjørnebye,Norway,Blackburn Rovers,1,2000-2001
Robbie Blake,England,Nottingham Forest,1,2000-2001
Michael Brown,England,Sheffield United,1,2000-2001
Paul Bruce,England,Queens Park Rangers,1,2000-2001
Martin Bullock,England,Barnsley FC,1,2000-2001
Wayne Burnett,England,Grimsby Town,1,2000-2001
Tony Butler,England,West Bromwich Albion,1,2000-2001
Danny Butterfield,England,Grimsby Town,1,2000-2001
Brian Carrigan,Scotland,Stockport County,1,2000-2001
Adam Chambers,England,West Bromwich Albion,1,2000-2001
Steve Chettle,England,Barnsley FC,1,2000-2001
Stacy Coldicott,England,Grimsby Town,1,2000-2001
Terry Cooke,England,Sheffield Wednesday,1,2000-2001
Tony Cottee,England,Norwich City,1,2000-2001
Ian Cox,Trinidad & Tobago,Burnley FC,1,2000-2001
Fernando Derveld,Netherlands,West Bromwich Albion,1,2000-2001
Simon Donnelly,Scotland,Sheffield Wednesday,1,2000-2001
Damien Duff,Ireland,Blackburn Rovers,1,2000-2001
Gareth Edds,Australia,Nottingham Forest,1,2000-2001
Zhiyi Fan,China,Crystal Palace,1,2000-2001
Sean Flynn,England,Tranmere Rovers,1,2000-2001
Dominic Foley,Ireland,Watford FC,1,2000-2001
Ruel Fox,England,West Bromwich Albion,1,2000-2001
Keith Foy,Ireland,Nottingham Forest,1,2000-2001
Paul Furlong,England,Queens Park Rangers,1,2000-2001
Julian Gray,England,Crystal Palace,1,2000-2001
Phil Gray,Northern Ireland,Burnley FC,1,2000-2001
Bjarki Gunnlaugsson,Iceland,Preston North End,1,2000-2001
Peter Handyside,Scotland,Grimsby Town,1,2000-2001
Steve Harkness,England,Sheffield Wednesday,1,2000-2001
Steven Hayward,England,Fulham FC,1,2000-2001
Dean Holden,England,Bolton Wanderers,1,2000-2001
David Holdsworth,England,Birmingham City,1,2000-2001
David Hopkin,Scotland,Crystal Palace,1,2000-2001
Michael Hughes,Northern Ireland,Wimbledon FC,1,2000-2001
Michael Jackson,England,Preston North End,1,2000-2001
Mike Jeffrey,England,Grimsby Town,1,2000-2001
Lenny Johnrose,England,Burnley FC,1,2000-2001
Gary Jones,England,Nottingham Forest,1,2000-2001
Jordão,Angola,West Bromwich Albion,1,2000-2001
Richard Langley,Jamaica,Queens Park Rangers,1,2000-2001
Steve Lovell,England,Portsmouth FC,1,2000-2001
Chris Lucketti,England,Huddersfield Town,1,2000-2001
Kenny Lunt,England,Crewe Alexandra,1,2000-2001
Des Lyttle,England,West Bromwich Albion,1,2000-2001
Steve Macauley,England,Crewe Alexandra,1,2000-2001
Malky Mackay,Scotland,Norwich City,1,2000-2001
Rob Matthews,England,Stockport County,1,2000-2001
Jason McAteer,Ireland,Blackburn Rovers,1,2000-2001
Brian McBride,USA,Preston North End,1,2000-2001
Sean McClare,England,Barnsley FC,1,2000-2001
Brian McGovern,Ireland,Norwich City,1,2000-2001
Derek McInnes,Scotland,West Bromwich Albion,1,2000-2001
Paul McVeigh,Northern Ireland,Norwich City,1,2000-2001
Micky Mellon,Scotland,Tranmere Rovers,1,2000-2001
Andy Melville,Wales,Fulham FC,1,2000-2001
Darren Moore,Jamaica,Portsmouth FC,1,2000-2001
Chris Morgan,England,Barnsley FC,1,2000-2001
Lee Morris,England,Huddersfield Town,1,2000-2001
Peter Møller,Denmark,Fulham FC,1,2000-2001
Hayden Mullins,England,Crystal Palace,1,2000-2001
Phil Mulryne,Northern Ireland,Norwich City,1,2000-2001
Alan Navarro,England,Crewe Alexandra,1,2000-2001
Lee Naylor,England,Wolverhampton Wanderers,1,2000-2001
Steen Nedergaard,Denmark,Norwich City,1,2000-2001
Luke Nightingale,England,Portsmouth FC,1,2000-2001
Kevin Nolan,England,Bolton Wanderers,1,2000-2001
Alex Notman,Scotland,Norwich City,1,2000-2001
John O'Kane,England,Bolton Wanderers,1,2000-2001
Gary O'Neil,England,Portsmouth FC,1,2000-2001
Simon Osborn,England,Wolverhampton Wanderers,1,2000-2001
Rob Page,Wales,Watford FC,1,2000-2001
Steve Palmer,England,Watford FC,1,2000-2001
Scott Parker,England,Norwich City,1,2000-2001
David Platt,England,Nottingham Forest,1,2000-2001
Alan Pouton,England,Grimsby Town,1,2000-2001
David Prutton,England,Nottingham Forest,1,2000-2001
James Quinn,Northern Ireland,West Bromwich Albion,1,2000-2001
Karl-Heinz Riedle,Germany,Fulham FC,1,2000-2001
Aki Riihilahti,Finland,Crystal Palace,1,2000-2001
Stephen Robinson,Northern Ireland,Preston North End,1,2000-2001
Darel Russell,England,Norwich City,1,2000-2001
Lee Sandford,England,Sheffield United,1,2000-2001
Steve Sedgley,England,Wolverhampton Wanderers,1,2000-2001
Paul Shaw,England,Gillingham FC,1,2000-2001
Mike Sheron,England,Barnsley FC,1,2000-2001
Craig Short,England,Blackburn Rovers,1,2000-2001
Dave Smith,England,Stockport County,1,2000-2001
David Smith,England,Grimsby Town,1,2000-2001
Paul Smith,England,Burnley FC,1,2000-2001
Richard Smith,England,Grimsby Town,1,2000-2001
Trond Soltvedt,Norway,Sheffield Wednesday,1,2000-2001
Danny Sonner,Northern Ireland,Birmingham City,1,2000-2001
Neil Sorvel,England,Crewe Alexandra,1,2000-2001
Steve Staunton,Ireland,Crystal Palace,1,2000-2001
Kevin Street,England,Crewe Alexandra,1,2000-2001
Patrick Suffo,Cameroon,Sheffield United,1,2000-2001
Nicky Summerbee,England,Bolton Wanderers,1,2000-2001
Carl Tiler,England,Portsmouth FC,1,2000-2001
Robin van der Laan,Netherlands,Barnsley FC,1,2000-2001
Tony Vaughan,England,Nottingham Forest,1,2000-2001
Darren Ward,England,Watford FC,1,2000-2001
Jim Whitley,Northern Ireland,Norwich City,1,2000-2001
Mike Whitlow,England,Bolton Wanderers,1,2000-2001
Menno Willems,Netherlands,Grimsby Town,1,2000-2001
Chris Willmott,England,Wimbledon FC,1,2000-2001
Colin Woodthorpe,England,Stockport County,1,2000-2001
Nordin Wooter,Netherlands,Watford FC,1,2000-2001
