Player,Country,Team,Goals,Season
Jimmy Kébé,France,Reading FC,10,2009-2010
Neil Mellor,England,Preston North End,10,2009-2010
Jon Parkin,England,Preston North End,10,2009-2010
Marcus Tudgay,England,Sheffield Wednesday,10,2009-2010
Leon Best,Ireland,Newcastle United,9,2009-2010
Chris Burke,Scotland,Cardiff City,9,2009-2010
Simon Cox,Ireland,West Bromwich Albion,9,2009-2010
Paul Hayes,England,Scunthorpe United,9,2009-2010
James Hayter,England,Doncaster Rovers,9,2009-2010
Andy King,Wales,Leicester City,9,2009-2010
Craig Mackail-Smith,Scotland,Peterborough United,9,2009-2010
Jamie Mackie,Scotland,Plymouth Argyle,9,2009-2010
Grzegorz Rasiak,Poland,Reading FC,9,2009-2010
Garry Thompson,England,Scunthorpe United,9,2009-2010
Luke Varney,England,Sheffield Wednesday,9,2009-2010
Neil Danns,Guyana,Crystal Palace,8,2009-2010
Freddy Eastwood,Wales,Coventry City,8,2009-2010
Leroy Lita,England,Middlesbrough FC,8,2009-2010
Grant McCann,Northern Ireland,Scunthorpe United,8,2009-2010
Aaron McLean,England,Peterborough United,8,2009-2010
Jon Stead,England,Ipswich Town,8,2009-2010
Jon Walters,Ireland,Ipswich Town,8,2009-2010
Hugo Colace,Argentina,Barnsley FC,7,2009-2010
Paul Gallagher,Scotland,Leicester City,7,2009-2010
Danny Haynes,England,Bristol City,7,2009-2010
Darren Pratley,England,Swansea City,7,2009-2010
Adel Taarabt,Morocco,Queens Park Rangers,7,2009-2010
Jerome Thomas,England,West Bromwich Albion,7,2009-2010
Ross Wallace,Scotland,Preston North End,7,2009-2010
Jamie Ward,Northern Ireland,Sheffield United,7,2009-2010
Chris Brown,England,Preston North End,6,2009-2010
Ben Burgess,Ireland,Blackpool FC,6,2009-2010
Leon Clarke,England,Sheffield Wednesday,6,2009-2010
Jay Emmanuel-Thomas,England,Doncaster Rovers,6,2009-2010
Andy Gray,Scotland,Barnsley FC,6,2009-2010
Alan Lee,Ireland,Crystal Palace,6,2009-2010
Shane Long,Ireland,Reading FC,6,2009-2010
Victor Moses,Nigeria,Crystal Palace,6,2009-2010
Daryl Murphy,Ireland,Ipswich Town,6,2009-2010
Dean Shiels,Northern Ireland,Doncaster Rovers,6,2009-2010
Gary Taylor-Fletcher,England,Blackpool FC,6,2009-2010
Shaun Barker,England,Derby County,5,2009-2010
Sammy Clingan,Northern Ireland,Coventry City,5,2009-2010
David Cotterill,Wales,Swansea City,5,2009-2010
Callum Davidson,Scotland,Preston North End,5,2009-2010
Rory Fallon,New Zealand,Plymouth Argyle,5,2009-2010
Marlon Harewood,England,Newcastle United,5,2009-2010
Paul Hartley,Scotland,Bristol City,5,2009-2010
Steve Howard,Scotland,Leicester City,5,2009-2010
Iain Hume,Canada,Barnsley FC,5,2009-2010
Jermaine Johnson,Jamaica,Sheffield Wednesday,5,2009-2010
Alan Judge,Ireland,Plymouth Argyle,5,2009-2010
Robert Koren,Slovenia,West Bromwich Albion,5,2009-2010
Shefki Kuqi,Finland,Swansea City,5,2009-2010
Henri Lansbury,England,Watford FC,5,2009-2010
Mikele Leigertwood,Antigua & Barbuda,Queens Park Rangers,5,2009-2010
Gareth McAuley,Northern Ireland,Ipswich Town,5,2009-2010
Barry Robson,Scotland,Middlesbrough FC,5,2009-2010
Wayne Routledge,England,Queens Park Rangers,5,2009-2010
Lee Trundle,England,Swansea City,5,2009-2010
Ashley Williams,Wales,Swansea City,5,2009-2010
Richard Wood,England,Sheffield Wednesday,5,2009-2010
Martyn Woolford,England,Scunthorpe United,5,2009-2010
Jérémie Aliadiére,France,Middlesbrough FC,4,2009-2010
Paul Anderson,England,Nottingham Forest,4,2009-2010
Bruno Berner,Switzerland,Leicester City,4,2009-2010
Henri Camara,Senegal,Sheffield United,4,2009-2010
David Clarkson,Scotland,Bristol City,4,2009-2010
Jack Colback,England,Ipswich Town,4,2009-2010
James Coppinger,England,Doncaster Rovers,4,2009-2010
Stephen Dobbie,Scotland,Swansea City,4,2009-2010
Jason Euell,Jamaica,Blackpool FC,4,2009-2010
John Eustace,England,Watford FC,4,2009-2010
Ched Evans,Wales,Sheffield United,4,2009-2010
Ian Evatt,England,Blackpool FC,4,2009-2010
Carl Fletcher,Wales,Plymouth Argyle,4,2009-2010
Danny Guthrie,England,Newcastle United,4,2009-2010
Jonás Gutiérrez,Argentina,Newcastle United,4,2009-2010
Adam Hammill,England,Barnsley FC,4,2009-2010
James Harper,England,Sheffield United,4,2009-2010
Billy Jones,England,Preston North End,4,2009-2010
Jon Macken,Ireland,Barnsley FC,4,2009-2010
Ross McCormack,Scotland,Cardiff City,4,2009-2010
Scott McDonald,Australia,Middlesbrough FC,4,2009-2010
Luke Moore,England,West Bromwich Albion,4,2009-2010
Gary O'Neil,England,Middlesbrough FC,4,2009-2010
Jonas Olsson,Sweden,West Bromwich Albion,4,2009-2010
Alex Pearce,Ireland,Reading FC,4,2009-2010
Chris Porter,England,Derby County,4,2009-2010
Stephen Quinn,Ireland,Sheffield United,4,2009-2010
Sean St Ledger,Ireland,Preston North End,4,2009-2010
Ryan Taylor,England,Newcastle United,4,2009-2010
Connor Wickham,England,Ipswich Town,4,2009-2010
Martin Woods,Scotland,Doncaster Rovers,4,2009-2010
Bradley Wright-Phillips,England,Plymouth Argyle,4,2009-2010
Gianni Zuiverloon,Netherlands,West Bromwich Albion,4,2009-2010
Dele Adebola,Nigeria,Nottingham Forest,3,2009-2010
Patrick Agyemang,Ghana,Queens Park Rangers,3,2009-2010
Anderson,Brazil,Barnsley FC,3,2009-2010
Alex Baptiste,England,Blackpool FC,3,2009-2010
Craig Beattie,Scotland,West Bromwich Albion,3,2009-2010
Luke Chambers,England,Nottingham Forest,3,2009-2010
Chris Cohen,England,Nottingham Forest,3,2009-2010
Kris Commons,Scotland,Derby County,3,2009-2010
Liam Dickinson,England,Peterborough United,3,2009-2010
Lloyd Dyer,England,Leicester City,3,2009-2010
Jonathan Franks,England,Middlesbrough FC,3,2009-2010
Kaspars Gorkšs,Latvia,Queens Park Rangers,3,2009-2010
Emil Hallfreðsson,Iceland,Barnsley FC,3,2009-2010
Will Hoskins,England,Watford FC,3,2009-2010
Stern John,St. Lucia,Ipswich Town,3,2009-2010
Chris Killen,New Zealand,Middlesbrough FC,3,2009-2010
Dave Kitson,England,Middlesbrough FC,3,2009-2010
Grant Leadbitter,England,Ipswich Town,3,2009-2010
Joe Ledley,Wales,Cardiff City,3,2009-2010
Radosław Majewski,Poland,Nottingham Forest,3,2009-2010
Shelton Martis,Curaçao,West Bromwich Albion,3,2009-2010
Joe Mason,Ireland,Plymouth Argyle,3,2009-2010
Jobi McAnuff,Jamaica,Watford FC,3,2009-2010
David McGoldrick,Ireland,Nottingham Forest,3,2009-2010
Lewis McGugan,England,Nottingham Forest,3,2009-2010
Wes Morgan,Jamaica,Nottingham Forest,3,2009-2010
Guy Moussi,France,Nottingham Forest,3,2009-2010
Youssuf Mulumbu,Congo DR,West Bromwich Albion,3,2009-2010
Alassane N'Diaye,France,Crystal Palace,3,2009-2010
Dany N'Guessan,France,Leicester City,3,2009-2010
James O'Connor,Ireland,Sheffield Wednesday,3,2009-2010
Darren Potter,Ireland,Sheffield Wednesday,3,2009-2010
Gareth Roberts,Wales,Doncaster Rovers,3,2009-2010
Evander Sno,Netherlands,Bristol City,3,2009-2010
Keith Treacy,Ireland,Sheffield United,3,2009-2010
Ben Watson,England,West Bromwich Albion,3,2009-2010
Lee Williamson,Jamaica,Sheffield United,3,2009-2010
Mark Yeates,Ireland,Sheffield United,3,2009-2010
Miles Addison,England,Derby County,2,2009-2010
Kári Árnason,Iceland,Plymouth Argyle,2,2009-2010
Shaun Batt,England,Peterborough United,2,2009-2010
David Bell,Ireland,Coventry City,2,2009-2010
Cliff Byrne,Ireland,Scunthorpe United,2,2009-2010
Louis Carey,England,Bristol City,2,2009-2010
Marek Čech,Slovakia,West Bromwich Albion,2,2009-2010
Richard Chaplow,England,Preston North End,2,2009-2010
Fabricio Coloccini,Argentina,Newcastle United,2,2009-2010
Matthew Connolly,England,Queens Park Rangers,2,2009-2010
Couñago,Spain,Ipswich Town,2,2009-2010
Don Cowie,Scotland,Watford FC,2,2009-2010
Gary Deegan,Ireland,Coventry City,2,2009-2010
Paul Dickov,Scotland,Leicester City,2,2009-2010
Nathan Dyer,England,Swansea City,2,2009-2010
Carlos Edwards,Trinidad & Tobago,Ipswich Town,2,2009-2010
Etiënne Esajas,Netherlands,Sheffield Wednesday,2,2009-2010
Waide Fairhurst,England,Doncaster Rovers,2,2009-2010
Liam Fontaine,England,Bristol City,2,2009-2010
Jonathan Forte,Barbados,Scunthorpe United,2,2009-2010
Stephen Foster,England,Barnsley FC,2,2009-2010
Lee Frecklington,Ireland,Peterborough United,2,2009-2010
Joe Garner,England,Nottingham Forest,2,2009-2010
Antonio German,England,Queens Park Rangers,2,2009-2010
Anthony Gerrard,Ireland,Cardiff City,2,2009-2010
Alan Gow,Scotland,Plymouth Argyle,2,2009-2010
Michael Gray,England,Sheffield Wednesday,2,2009-2010
Paul Green,Ireland,Derby County,2,2009-2010
Bobby Hassell,England,Barnsley FC,2,2009-2010
Brian Howard,England,Sheffield United,2,2009-2010
Mark Hudson,England,Cardiff City,2,2009-2010
Noel Hunt,Ireland,Reading FC,2,2009-2010
Chris Iwelumo,Scotland,Bristol City,2,2009-2010
Matty James,England,Preston North End,2,2009-2010
Damien Johnson,Northern Ireland,Plymouth Argyle,2,2009-2010
Charlie Lee,England,Peterborough United,2,2009-2010
Jake Livermore,England,Peterborough United,2,2009-2010
Adam Lockwood,England,Doncaster Rovers,2,2009-2010
Jay McEveley,England,Derby County,2,2009-2010
Ishmael Miller,England,West Bromwich Albion,2,2009-2010
Matt Mills,England,Reading FC,2,2009-2010
Chris Morgan,England,Sheffield United,2,2009-2010
Michael Morrison,England,Leicester City,2,2009-2010
Jordon Mutch,England,Doncaster Rovers,2,2009-2010
Michael O'Connor,Northern Ireland,Scunthorpe United,2,2009-2010
Bradley Orr,England,Bristol City,2,2009-2010
Paul Parry,Wales,Preston North End,2,2009-2010
Pintado,Spain,Swansea City,2,2009-2010
Tamás Priskin,Hungary,Queens Park Rangers,2,2009-2010
Darren Purse,England,Sheffield Wednesday,2,2009-2010
Peter Ramage,England,Queens Park Rangers,2,2009-2010
Nile Ranger,England,Newcastle United,2,2009-2010
Tommy Rowe,England,Peterborough United,2,2009-2010
Álvaro Saborío,Costa Rica,Bristol City,2,2009-2010
Tuncay Şanlı,Turkey,Middlesbrough FC,2,2009-2010
Robbie Savage,Wales,Derby County,2,2009-2010
Sean Scannell,Ireland,Crystal Palace,2,2009-2010
Marcel Seip,Netherlands,Sheffield United,2,2009-2010
Josh Simpson,England,Peterborough United,2,2009-2010
Cole Skuse,England,Bristol City,2,2009-2010
Tommy Smith,England,Watford FC,2,2009-2010
Tom Soares,England,Sheffield Wednesday,2,2009-2010
Keith Southern,England,Blackpool FC,2,2009-2010
Gabriel Tamaş,Romania,West Bromwich Albion,2,2009-2010
Martin Taylor,England,Watford FC,2,2009-2010
Gary Teale,Scotland,Derby County,2,2009-2010
Sam Togwell,England,Scunthorpe United,2,2009-2010
Michael Tonge,England,Preston North End,2,2009-2010
Nathan Tyson,England,Nottingham Forest,2,2009-2010
Cedric van der Gun,Netherlands,Swansea City,2,2009-2010
Danny Welbeck,England,Preston North End,2,2009-2010
Richie Wellens,England,Leicester City,2,2009-2010
Rhys Williams,Australia,Middlesbrough FC,2,2009-2010
Russell Anderson,Scotland,Derby County,1,2009-2010
Calvin Andrew,England,Crystal Palace,1,2009-2010
Barry Bannan,Scotland,Blackpool FC,1,2009-2010
Ashley Barnes,England,Plymouth Argyle,1,2009-2010
Joey Barton,England,Newcastle United,1,2009-2010
Ryan Bennett,England,Peterborough United,1,2009-2010
Ryan Bertrand,England,Reading FC,1,2009-2010
Federico Bessone,Argentina,Swansea City,1,2009-2010
Yannick Bolasie,Congo DR,Plymouth Argyle,1,2009-2010
Hameur Bouazza,Algeria,Blackpool FC,1,2009-2010
Alex Bruce,Northern Ireland,Leicester City,1,2009-2010
Will Buckley,England,Watford FC,1,2009-2010
Thomas Butler,Ireland,Swansea City,1,2009-2010
Jacob Butterfield,England,Barnsley FC,1,2009-2010
Jake Buxton,England,Derby County,1,2009-2010
Niall Canavan,Ireland,Scunthorpe United,1,2009-2010
Nick Carle,Australia,Crystal Palace,1,2009-2010
Kalifa Cissé,Mali,Reading FC,1,2009-2010
Chris Clark,Scotland,Plymouth Argyle,1,2009-2010
Billy Clarke,Ireland,Blackpool FC,1,2009-2010
Nathaniel Clyne,England,Crystal Palace,1,2009-2010
Séamus Coleman,Ireland,Blackpool FC,1,2009-2010
Neill Collins,Scotland,Preston North End,1,2009-2010
Lee Cook,England,Queens Park Rangers,1,2009-2010
Paul Coutts,Scotland,Preston North End,1,2009-2010
Martin Cranie,England,Coventry City,1,2009-2010
Lee Croft,England,Derby County,1,2009-2010
Steve Davies,England,Derby County,1,2009-2010
Carl Dickinson,England,Barnsley FC,1,2009-2010
Kieran Djilali,England,Crystal Palace,1,2009-2010
Lloyd Doyley,England,Watford FC,1,2009-2010
Damien Duff,Ireland,Newcastle United,1,2009-2010
Karl Duguid,England,Plymouth Argyle,1,2009-2010
David Edgar,Canada,Swansea City,1,2009-2010
Nathan Ellington,England,Watford FC,1,2009-2010
Marvin Elliott,Jamaica,Bristol City,1,2009-2010
Stephen Elliott,Ireland,Preston North End,1,2009-2010
Marvin Emnes,Netherlands,Middlesbrough FC,1,2009-2010
Alejandro Faurlín,Argentina,Queens Park Rangers,1,2009-2010
Willo Flood,Ireland,Middlesbrough FC,1,2009-2010
Jonathan Fortune,England,Sheffield United,1,2009-2010
Quinton Fortune,South Africa,Doncaster Rovers,1,2009-2010
Exodus Geohaghon,England,Peterborough United,1,2009-2010
Mark Gower,England,Swansea City,1,2009-2010
Dominic Green,England,Peterborough United,1,2009-2010
Aron Gunnarsson,Iceland,Coventry City,1,2009-2010
Chris Gunter,Wales,Nottingham Forest,1,2009-2010
Gábor Gyepes,Hungary,Cardiff City,1,2009-2010
Jon Harley,England,Watford FC,1,2009-2010
David Healy,Northern Ireland,Ipswich Town,1,2009-2010
Clint Hill,England,Crystal Palace,1,2009-2010
Justin Hoyte,Trinidad & Tobago,Middlesbrough FC,1,2009-2010
Gonzalo Jara,Chile,West Bromwich Albion,1,2009-2010
Lee Johnson,England,Derby County,1,2009-2010
Robert Jones,England,Scunthorpe United,1,2009-2010
José Enrique,Spain,Newcastle United,1,2009-2010
José Fonte,Portugal,Crystal Palace,1,2009-2010
Dean Keates,England,Peterborough United,1,2009-2010
Yann Kermorgant,France,Leicester City,1,2009-2010
Matt Kilgallon,England,Sheffield United,1,2009-2010
Gavin Mahon,England,Queens Park Rangers,1,2009-2010
Adrian Mariappa,Jamaica,Watford FC,1,2009-2010
Dave Martin,England,Derby County,1,2009-2010
Lee Martin,England,Ipswich Town,1,2009-2010
Adam Matthews,Wales,Cardiff City,1,2009-2010
Jamie McCombe,England,Bristol City,1,2009-2010
Michael McIndoe,Scotland,Coventry City,1,2009-2010
Paul McKenna,England,Nottingham Forest,1,2009-2010
Stephen McManus,Scotland,Middlesbrough FC,1,2009-2010
James McPake,Northern Ireland,Coventry City,1,2009-2010
Tommy Miller,Scotland,Sheffield Wednesday,1,2009-2010
David Mirfin,England,Scunthorpe United,1,2009-2010
Nick Montgomery,Scotland,Sheffield United,1,2009-2010
Darren Moore,Jamaica,Barnsley FC,1,2009-2010
Craig Morgan,Wales,Peterborough United,1,2009-2010
James Morrison,Scotland,West Bromwich Albion,1,2009-2010
Eddie Nolan,Ireland,Sheffield Wednesday,1,2009-2010
Craig Noone,England,Plymouth Argyle,1,2009-2010
David Norris,England,Ipswich Town,1,2009-2010
Lewin Nyatanga,Wales,Bristol City,1,2009-2010
Orlandi,Spain,Swansea City,1,2009-2010
John Oster,Wales,Doncaster Rovers,1,2009-2010
Fabrice Pancrate,France,Newcastle United,1,2009-2010
Stephen Pearson,Scotland,Derby County,1,2009-2010
James Perch,England,Nottingham Forest,1,2009-2010
Jaime Peters,Canada,Ipswich Town,1,2009-2010
Gavin Rae,Scotland,Cardiff City,1,2009-2010
Steven Reid,Ireland,West Bromwich Albion,1,2009-2010
Jay Rodriguez,England,Barnsley FC,1,2009-2010
Liam Rosenior,England,Reading FC,1,2009-2010
Gary Sawyer,England,Plymouth Argyle,1,2009-2010
Chris Sedgwick,England,Preston North End,1,2009-2010
Jason Shackell,England,Doncaster Rovers,1,2009-2010
Danny Simpson,England,Newcastle United,1,2009-2010
Marvin Sordell,England,Watford FC,1,2009-2010
Matt Sparrow,England,Scunthorpe United,1,2009-2010
Jay Spearing,England,Leicester City,1,2009-2010
Ivan Sproule,Northern Ireland,Bristol City,1,2009-2010
Tommy Spurr,England,Sheffield Wednesday,1,2009-2010
Damion Stewart,Jamaica,Queens Park Rangers,1,2009-2010
Gilles Sunu,Togo,Derby County,1,2009-2010
Alan Tate,England,Swansea City,1,2009-2010
Steven Taylor,England,Newcastle United,1,2009-2010
Krisztián Tímár,Hungary,Plymouth Argyle,1,2009-2010
David Vaughan,Wales,Blackpool FC,1,2009-2010
James Vaughan,England,Leicester City,1,2009-2010
Rowan Vine,England,Queens Park Rangers,1,2009-2010
Elliott Ward,England,Preston North End,1,2009-2010
David Wheater,England,Middlesbrough FC,1,2009-2010
Chris Whelpdale,England,Peterborough United,1,2009-2010
Aaron Wildig,England,Cardiff City,1,2009-2010
Mike Williamson,England,Watford FC,1,2009-2010
Chris Wood,New Zealand,West Bromwich Albion,1,2009-2010
David Wright,England,Ipswich Town,1,2009-2010
