Player,Country,Team,Goals,Season
Kelechi Iheanacho,Nigeria,Leicester City,5,2023-2024
Edo Kayembe,Congo DR,Watford FC,5,2023-2024
Matheus Martins,Brazil,Watford FC,5,2023-2024
Liam Millar,Canada,Preston North End,5,2023-2024
Kevin Nisbet,Scotland,Millwall FC,5,2023-2024
Jack Rudoni,England,Huddersfield Town,5,2023-2024
Jeremy Sarmiento,Ecuador,West Bromwich Albion,5,2023-2024
Arnór Sigurðsson,Iceland,Blackburn Rovers,5,2023-2024
Mark Sykes,Ireland,Bristol City,5,2023-2024
Ali Al Hamadi,Iraq,Ipswich Town,4,2023-2024
Joe Aribo,Nigeria,Southampton FC,4,2023-2024
Kyle Bartley,England,West Bromwich Albion,4,2023-2024
Tom Bradshaw,Wales,Millwall FC,4,2023-2024
Alan Browne,Ireland,Preston North End,4,2023-2024
Bailey Cadamarteri,Jamaica,Sheffield Wednesday,4,2023-2024
Josh Coburn,England,Middlesbrough FC,4,2023-2024
Emmanuel Dennis,Nigeria,Watford FC,4,2023-2024
Tom Fellows,England,West Bromwich Albion,4,2023-2024
Sam Field,England,Queens Park Rangers,4,2023-2024
Dimitrios Goutas,Greece,Cardiff City,4,2023-2024
Matt Grimes,England,Swansea City,4,2023-2024
Marcus Harness,Ireland,Ipswich Town,4,2023-2024
Ki-Jana Hoever,Netherlands,Stoke City,4,2023-2024
Duane Holmes,USA,Preston North End,4,2023-2024
Marvin Johnson,England,Sheffield Wednesday,4,2023-2024
Jason Knight,Ireland,Bristol City,4,2023-2024
Ismaël Koné,Canada,Watford FC,4,2023-2024
Million Manhoef,Netherlands,Stoke City,4,2023-2024
Riley McGree,Australia,Middlesbrough FC,4,2023-2024
Anis Mehmeti,Albania,Bristol City,4,2023-2024
Wilfred Ndidi,Nigeria,Leicester City,4,2023-2024
Dan Neil,England,Sunderland AFC,4,2023-2024
Hakeem Odoffin,England,Rotherham United,4,2023-2024
Kenneth Paal,Suriname,Queens Park Rangers,4,2023-2024
Joe Rothwell,England,Southampton FC,4,2023-2024
Sam Silvera,Australia,Middlesbrough FC,4,2023-2024
Michael Smith,England,Sheffield Wednesday,4,2023-2024
Sorba Thomas,Wales,Huddersfield Town,4,2023-2024
Duncan Watmore,England,Millwall FC,4,2023-2024
Chris Willock,England,Queens Park Rangers,4,2023-2024
Carlos Alcaraz,Argentina,Southampton FC,3,2023-2024
Ryan Andrews,England,Watford FC,3,2023-2024
Sinclair Armstrong,Ireland,Queens Park Rangers,3,2023-2024
Abdoullah Ba,France,Sunderland AFC,3,2023-2024
Daniel Ballard,Northern Ireland,Sunderland AFC,3,2023-2024
Mustapha Bundu,Sierra Leone,Plymouth Argyle,3,2023-2024
Wouter Burger,Netherlands,Stoke City,3,2023-2024
Tyrese Campbell,England,Stoke City,3,2023-2024
Jack Colback,England,Queens Park Rangers,3,2023-2024
Matt Crooks,England,Middlesbrough FC,3,2023-2024
Harry Darling,England,Swansea City,3,2023-2024
Andre Dozzell,England,Queens Park Rangers,3,2023-2024
Joe Edwards,England,Plymouth Argyle,3,2023-2024
Kion Etete,England,Cardiff City,3,2023-2024
Mads Frøkjær-Jensen,Denmark,Preston North End,3,2023-2024
Sam Gallagher,England,Blackburn Rovers,3,2023-2024
Djeidi Gassama,France,Sheffield Wednesday,3,2023-2024
Wes Harding,Jamaica,Millwall FC,3,2023-2024
Wesley Hoedt,Netherlands,Watford FC,3,2023-2024
Ui-jo Hwang,South Korea,Norwich City,3,2023-2024
Kayden Jackson,England,Ipswich Town,3,2023-2024
Matty James,England,Bristol City,3,2023-2024
Lukas Jutkiewicz,England,Birmingham City,3,2023-2024
Harry Leonard,England,Blackburn Rovers,3,2023-2024
Liam Lindsay,Scotland,Preston North End,3,2023-2024
Jake Livermore,England,Watford FC,3,2023-2024
Ryan Longman,England,Millwall FC,3,2023-2024
Massimo Luongo,Australia,Ipswich Town,3,2023-2024
Sékou Mara,France,Southampton FC,3,2023-2024
Ryan Mmaee,Morocco,Stoke City,3,2023-2024
Sam Morsy,Egypt,Ipswich Town,3,2023-2024
Tyler Morton,England,Hull City,3,2023-2024
Bali Mumba,England,Plymouth Argyle,3,2023-2024
Sam Nombe,England,Rotherham United,3,2023-2024
Noah Ohio,Netherlands,Hull City,3,2023-2024
Charlie Patino,England,Swansea City,3,2023-2024
Matty Pearson,England,Huddersfield Town,3,2023-2024
Matthew Phillips,Scotland,West Bromwich Albion,3,2023-2024
Ryan Porteous,Scotland,Watford FC,3,2023-2024
Aaron Ramsey,Wales,Cardiff City,3,2023-2024
Adam Randell,England,Plymouth Argyle,3,2023-2024
Ricardo Pereira,Portugal,Leicester City,3,2023-2024
Ronald,Brazil,Swansea City,3,2023-2024
Ben Sheaf,England,Coventry City,3,2023-2024
Paul Smyth,Northern Ireland,Queens Park Rangers,3,2023-2024
Pascal Struijk,Netherlands,Leeds United,3,2023-2024
Kyle Walker-Peters,England,Southampton FC,3,2023-2024
Danny Ward,England,Huddersfield Town,3,2023-2024
Andreas Weimann,Austria,West Bromwich Albion,3,2023-2024
Ben Whiteman,England,Preston North End,3,2023-2024
Semi Ajayi,Nigeria,West Bromwich Albion,2,2023-2024
Joe Allen,Wales,Swansea City,2,2023-2024
Adil Aouchiche,France,Sunderland AFC,2,2023-2024
Jun-ho Bae,South Korea,Stoke City,2,2023-2024
Lewis Baker,England,Stoke City,2,2023-2024
Alex Bangura,Sierra Leone,Middlesbrough FC,2,2023-2024
Jan Bednarek,Poland,Southampton FC,2,2023-2024
David Brooks,Wales,Southampton FC,2,2023-2024
Joe Bryan,England,Millwall FC,2,2023-2024
Cameron Burgess,Australia,Ipswich Town,2,2023-2024
Sam Byram,England,Leeds United,2,2023-2024
Cafú,Portugal,Rotherham United,2,2023-2024
Thomas Cannon,Ireland,Leicester City,2,2023-2024
Cesare Casadei,Italy,Leicester City,2,2023-2024
Steve Cook,England,Queens Park Rangers,2,2023-2024
Jake Cooper,England,Millwall FC,2,2023-2024
Harry Cornick,England,Bristol City,2,2023-2024
Leif Davis,England,Ipswich Town,2,2023-2024
Tom Dele-Bashiru,Nigeria,Watford FC,2,2023-2024
Famara Diédhiou,Senegal,Cardiff City,2,2023-2024
Flynn Downes,England,Southampton FC,2,2023-2024
Lukas Engel,Denmark,Middlesbrough FC,2,2023-2024
Romain Esse,England,Millwall FC,2,2023-2024
Wout Faes,Belgium,Leicester City,2,2023-2024
Lynden Gooch,USA,Sunderland AFC,2,2023-2024
Jacob Greaves,England,Hull City,2,2023-2024
Taylor Harwood-Bellis,England,Southampton FC,2,2023-2024
Ryan Hedges,Wales,Blackburn Rovers,2,2023-2024
Jonny Howson,England,Middlesbrough FC,2,2023-2024
Tom Ince,England,Watford FC,2,2023-2024
Daniel Johnson,Jamaica,Stoke City,2,2023-2024
James Justin,England,Leicester City,2,2023-2024
Josh Key,England,Swansea City,2,2023-2024
Cédric Kipré,Ivory Coast,West Bromwich Albion,2,2023-2024
Freddie Ladapo,Nigeria,Ipswich Town,2,2023-2024
Joel Latibeaudiere,Jamaica,Coventry City,2,2023-2024
Mehdi Léris,Algeria,Stoke City,2,2023-2024
Mark McGuinness,Ireland,Cardiff City,2,2023-2024
Luke McNally,Ireland,Stoke City,2,2023-2024
Yakou Meïté,Ivory Coast,Cardiff City,2,2023-2024
Andrew Moran,Ireland,Blackburn Rovers,2,2023-2024
Alex Mowatt,England,West Bromwich Albion,2,2023-2024
Brooke Norton-Cuffy,England,Millwall FC,2,2023-2024
Marcelino Núñez,Chile,Norwich City,2,2023-2024
Luke O'Nien,England,Sunderland AFC,2,2023-2024
Michael Obafemi,Ireland,Millwall FC,2,2023-2024
Fred Onyedinma,Nigeria,Rotherham United,2,2023-2024
Kasey Palmer,Jamaica,Coventry City,2,2023-2024
Liam Palmer,Scotland,Sheffield Wednesday,2,2023-2024
Lee Peltier,England,Rotherham United,2,2023-2024
Brad Potts,England,Preston North End,2,2023-2024
Joe Rankin-Costello,England,Blackburn Rovers,2,2023-2024
Chris Rigg,England,Sunderland AFC,2,2023-2024
Morgan Rogers,England,Middlesbrough FC,2,2023-2024
Nazariy Rusyn,Ukraine,Sunderland AFC,2,2023-2024
George Saville,Northern Ireland,Millwall FC,2,2023-2024
Regan Slater,England,Hull City,2,2023-2024
Japhet Tanganga,England,Millwall FC,2,2023-2024
Ollie Tanner,England,Cardiff City,2,2023-2024
Jack Taylor,Ireland,Ipswich Town,2,2023-2024
Bobby Thomas,England,Coventry City,2,2023-2024
Jordan Thompson,Northern Ireland,Stoke City,2,2023-2024
Christ Tiehi,Ivory Coast,Rotherham United,2,2023-2024
Adama Traoré,Mali,Hull City,2,2023-2024
Milan van Ewijk,Netherlands,Coventry City,2,2023-2024
Jannik Vestergaard,Denmark,Leicester City,2,2023-2024
Ben Waine,New Zealand,Plymouth Argyle,2,2023-2024
Murray Wallace,Scotland,Millwall FC,2,2023-2024
Liam Walsh,England,Swansea City,2,2023-2024
Adam Wharton,England,Blackburn Rovers,2,2023-2024
Scott Wharton,England,Blackburn Rovers,2,2023-2024
Brandon Williams,England,Ipswich Town,2,2023-2024
Harry Winks,England,Leicester City,2,2023-2024
Ryan Wintle,England,Cardiff City,2,2023-2024
Anass Zaroury,Morocco,Hull City,2,2023-2024
Yunus Akgün,Turkey,Leicester City,1,2023-2024
Jamie Allen,England,Coventry City,1,2023-2024
Lucas Andersen,Denmark,Queens Park Rangers,1,2023-2024
Jaidon Anthony,England,Leeds United,1,2023-2024
Harrison Ashby,Scotland,Swansea City,1,2023-2024
Cian Ashford,Wales,Cardiff City,1,2023-2024
Yasin Ayari,Sweden,Coventry City,1,2023-2024
Luke Ayling,England,Middlesbrough FC,1,2023-2024
Barry Bannan,Scotland,Sheffield Wednesday,1,2023-2024
Danny Batth,England,Sunderland AFC,1,2023-2024
Jake Bidwell,England,Coventry City,1,2023-2024
Tyler Blackett,England,Rotherham United,1,2023-2024
Robbie Brady,Ireland,Preston North End,1,2023-2024
Cohen Bramall,England,Rotherham United,1,2023-2024
Callum Brittain,England,Blackburn Rovers,1,2023-2024
Jacob Brown,Scotland,Stoke City,1,2023-2024
Mason Burstow,England,Sunderland AFC,1,2023-2024
George Byers,Scotland,Sheffield Wednesday,1,2023-2024
Giorgi Chakvetadze,Georgia,Watford FC,1,2023-2024
Harry Clarke,England,Ipswich Town,1,2023-2024
Matt Clarke,England,Middlesbrough FC,1,2023-2024
Jake Clarke-Salter,England,Queens Park Rangers,1,2023-2024
Sam Clucas,England,Rotherham United,1,2023-2024
Jamilu Collins,Nigeria,Cardiff City,1,2023-2024
Rubin Colwill,Wales,Cardiff City,1,2023-2024
Liam Cooper,Scotland,Leeds United,1,2023-2024
Ollie Cooper,Wales,Swansea City,1,2023-2024
Lewie Coyle,England,Hull City,1,2023-2024
Bradley Dack,England,Sunderland AFC,1,2023-2024
Casper De Norre,Belgium,Millwall FC,1,2023-2024
Juan Delgado,Chile,Sheffield Wednesday,1,2023-2024
Shane Duffy,Ireland,Norwich City,1,2023-2024
Jimmy Dunne,Ireland,Queens Park Rangers,1,2023-2024
Josh Eccles,England,Coventry City,1,2023-2024
Aidomo Emakhu,Ireland,Millwall FC,1,2023-2024
Niall Ennis,England,Stoke City,1,2023-2024
Fábio Tavares,Portugal,Coventry City,1,2023-2024
Morgan Fox,Wales,Queens Park Rangers,1,2023-2024
Michael Frey,Switzerland,Queens Park Rangers,1,2023-2024
Jay Fulton,Scotland,Swansea City,1,2023-2024
Gary Gardner,England,Birmingham City,1,2023-2024
Taylor Gardner-Hickman,England,West Bromwich Albion,1,2023-2024
Jake Garrett,England,Blackburn Rovers,1,2023-2024
Alex Gilbert,Ireland,Middlesbrough FC,1,2023-2024
Josh Ginnelly,England,Swansea City,1,2023-2024
Archie Gray,England,Leeds United,1,2023-2024
Lee Gregory,England,Sheffield Wednesday,1,2023-2024
Hayden Hackney,Scotland,Middlesbrough FC,1,2023-2024
Sead Hakšabanović,Montenegro,Stoke City,1,2023-2024
Grant Hall,England,Rotherham United,1,2023-2024
Kian Harratt,England,Huddersfield Town,1,2023-2024
Jaheim Headley,England,Huddersfield Town,1,2023-2024
Jeff Hendrick,Ireland,Sheffield Wednesday,1,2023-2024
James Hill,England,Blackburn Rovers,1,2023-2024
Joe Hodge,Ireland,Queens Park Rangers,1,2023-2024
Scott Hogan,Ireland,Birmingham City,1,2023-2024
Niall Huggins,Wales,Sunderland AFC,1,2023-2024
Andrew Hughes,Wales,Preston North End,1,2023-2024
Trai Hume,Northern Ireland,Sunderland AFC,1,2023-2024
Bashir Humphreys,England,Swansea City,1,2023-2024
Shaun Hutchinson,England,Millwall FC,1,2023-2024
Dominic Hyam,Scotland,Blackburn Rovers,1,2023-2024
Michael Ihiekwe,England,Sheffield Wednesday,1,2023-2024
Ben Jackson,England,Huddersfield Town,1,2023-2024
Alfie Jones,England,Hull City,1,2023-2024
David Kasumu,Nigeria,Huddersfield Town,1,2023-2024
Georgie Kelly,Ireland,Rotherham United,1,2023-2024
Liam Kitching,England,Coventry City,1,2023-2024
Mykola Kukharevych,Ukraine,Swansea City,1,2023-2024
Josh Laurent,England,Stoke City,1,2023-2024
Dexter Lembikisa,Jamaica,Rotherham United,1,2023-2024
Darragh Lenihan,Ireland,Middlesbrough FC,1,2023-2024
Jamie Lindsay,Scotland,Rotherham United,1,2023-2024
Imrân Louza,Morocco,Watford FC,1,2023-2024
Nathan Lowe,England,Stoke City,1,2023-2024
Josh Maja,Nigeria,West Bromwich Albion,1,2023-2024
Dilan Markanday,England,Blackburn Rovers,1,2023-2024
Mateo Joseph,Spain,Leeds United,1,2023-2024
Alex Matos,England,Huddersfield Town,1,2023-2024
Sam McCallum,England,Norwich City,1,2023-2024
Kyle McFadzean,England,Coventry City,1,2023-2024
Kenny McLean,Scotland,Norwich City,1,2023-2024
Mickel Miller,England,Plymouth Argyle,1,2023-2024
Sean Morrison,England,Rotherham United,1,2023-2024
Romaine Mundle,England,Sunderland AFC,1,2023-2024
Kal Naismith,Scotland,Bristol City,1,2023-2024
Ben Nelson,England,Leicester City,1,2023-2024
Callum O'Dowda,Ireland,Cardiff City,1,2023-2024
Seung-ho Paik,South Korea,Birmingham City,1,2023-2024
Nathaniel Phillips,England,Cardiff City,1,2023-2024
Harry Pickering,England,Blackburn Rovers,1,2023-2024
Cameron Pring,England,Bristol City,1,2023-2024
Alex Pritchard,England,Sunderland AFC,1,2023-2024
Bojan Radulović,Serbia,Huddersfield Town,1,2023-2024
Joe Ralls,England,Cardiff City,1,2023-2024
Oliver Rathbone,England,Rotherham United,1,2023-2024
Sebastian Revan,England,Rotherham United,1,2023-2024
Connor Roberts,Wales,Leeds United,1,2023-2024
Haydon Roberts,England,Bristol City,1,2023-2024
Callum Robinson,Ireland,Cardiff City,1,2023-2024
Michael Rose,Scotland,Stoke City,1,2023-2024
Dion Sanderson,England,Birmingham City,1,2023-2024
Dan Scarr,England,Plymouth Argyle,1,2023-2024
Ken Sema,Sweden,Watford FC,1,2023-2024
Jean Seri,Ivory Coast,Hull City,1,2023-2024
Luis Sinisterra,Colombia,Leeds United,1,2023-2024
Matty Sorinola,England,Plymouth Argyle,1,2023-2024
Jacob Sørensen,Denmark,Norwich City,1,2023-2024
Jack Stacey,England,Norwich City,1,2023-2024
Ivan Šunjić,Croatia,Birmingham City,1,2023-2024
Nathan Tella,England,Southampton FC,1,2023-2024
Rav van den Berg,Netherlands,Middlesbrough FC,1,2023-2024
Wanya Marçal,Portugal,Leicester City,1,2023-2024
Ben Wilmot,England,Stoke City,1,2023-2024
Nathan Wood,England,Swansea City,1,2023-2024
Luke Woolfenden,England,Ipswich Town,1,2023-2024
Charlie Wyke,England,Rotherham United,1,2023-2024
Okay Yokuşlu,Turkey,West Bromwich Albion,1,2023-2024
