Player,Country,Team,Goals,Season
Ferrie Bodde,Netherlands,Swansea City,7,2008-2009
Chris Eagles,England,Burnley FC,7,2008-2009
Joe Garner,England,Nottingham Forest,7,2008-2009
Owen Garvan,Ireland,Ipswich Town,7,2008-2009
Andy Gray,Scotland,Charlton Athletic,7,2008-2009
Stephen Quinn,Ireland,Sheffield United,7,2008-2009
Andrew Surman,England,Southampton FC,7,2008-2009
Craig Beattie,Scotland,Sheffield United,6,2008-2009
Chris Brown,England,Preston North End,6,2008-2009
Ben Burgess,Ireland,Blackpool FC,6,2008-2009
Deon Burton,Jamaica,Sheffield Wednesday,6,2008-2009
Sammy Clingan,Northern Ireland,Norwich City,6,2008-2009
Stephen Elliott,Ireland,Preston North End,6,2008-2009
Jóhannes Guðjónsson,Iceland,Burnley FC,6,2008-2009
Darius Henderson,England,Sheffield United,6,2008-2009
Stephen Hunt,Ireland,Reading FC,6,2008-2009
Kevin Lisbie,Jamaica,Ipswich Town,6,2008-2009
Arturo Lupoli,Italy,Sheffield United,6,2008-2009
Chris McCann,Ireland,Burnley FC,6,2008-2009
Michael McIndoe,Scotland,Bristol City,6,2008-2009
Garry O'Connor,Scotland,Birmingham City,6,2008-2009
Marek Saganowski,Poland,Southampton FC,6,2008-2009
Brian Stock,Wales,Doncaster Rovers,6,2008-2009
Sam Vokes,Wales,Wolverhampton Wanderers,6,2008-2009
Bradley Wright-Phillips,England,Southampton FC,6,2008-2009
Daniel Bogdanović,Malta,Barnsley FC,5,2008-2009
Hameur Bouazza,Algeria,Charlton Athletic,5,2008-2009
Kalifa Cissé,Mali,Reading FC,5,2008-2009
Kris Commons,Scotland,Derby County,5,2008-2009
James Coppinger,England,Doncaster Rovers,5,2008-2009
Lee Croft,England,Norwich City,5,2008-2009
Rory Fallon,New Zealand,Plymouth Argyle,5,2008-2009
Danny Fox,Scotland,Coventry City,5,2008-2009
Alan Gow,Scotland,Norwich City,5,2008-2009
Paul Green,Ireland,Derby County,5,2008-2009
Heiðar Helguson,Iceland,Queens Park Rangers,5,2008-2009
Roger Johnson,England,Cardiff City,5,2008-2009
Andy Keogh,Ireland,Wolverhampton Wanderers,5,2008-2009
Alan Lee,Ireland,Norwich City,5,2008-2009
Jamie Mackie,Scotland,Plymouth Argyle,5,2008-2009
Lewis McGugan,England,Nottingham Forest,5,2008-2009
Tommy Miller,Scotland,Ipswich Town,5,2008-2009
Pintado,Spain,Swansea City,5,2008-2009
Sean St Ledger,Ireland,Preston North End,5,2008-2009
Gary Taylor-Fletcher,England,Blackpool FC,5,2008-2009
Nathan Tyson,England,Nottingham Forest,5,2008-2009
Luke Varney,England,Sheffield Wednesday,5,2008-2009
Ross Wallace,Scotland,Preston North End,5,2008-2009
Jon Walters,Ireland,Ipswich Town,5,2008-2009
Elliott Ward,England,Coventry City,5,2008-2009
Ben Watson,England,Crystal Palace,5,2008-2009
Clarke Carlisle,England,Burnley FC,4,2008-2009
Neill Collins,Scotland,Wolverhampton Wanderers,4,2008-2009
David Cotterill,Wales,Sheffield United,4,2008-2009
Jamie Cureton,England,Norwich City,4,2008-2009
Callum Davidson,Scotland,Preston North End,4,2008-2009
Liam Dickinson,England,Blackpool FC,4,2008-2009
Giovani dos Santos,Mexico,Ipswich Town,4,2008-2009
Freddy Eastwood,Wales,Coventry City,4,2008-2009
Wade Elliott,England,Burnley FC,4,2008-2009
Keith Fahey,Ireland,Birmingham City,4,2008-2009
Greg Halford,England,Sheffield United,4,2008-2009
James Hayter,England,Doncaster Rovers,4,2008-2009
Will Hoskins,England,Watford FC,4,2008-2009
Iain Hume,Canada,Barnsley FC,4,2008-2009
Paul Ifill,Barbados,Crystal Palace,4,2008-2009
David Jones,England,Wolverhampton Wanderers,4,2008-2009
José Fonte,Portugal,Crystal Palace,4,2008-2009
Joe Ledley,Wales,Cardiff City,4,2008-2009
James McFadden,Scotland,Birmingham City,4,2008-2009
Michael Mifsud,Malta,Coventry City,4,2008-2009
Darren Pratley,England,Swansea City,4,2008-2009
Billy Sharp,England,Sheffield United,4,2008-2009
Danny Webber,England,Sheffield United,4,2008-2009
Marcus Bent,England,Birmingham City,3,2008-2009
André Bikey,Cameroon,Reading FC,3,2008-2009
Steve Brooker,England,Doncaster Rovers,3,2008-2009
Nick Carle,Australia,Crystal Palace,3,2008-2009
Richard Chaplow,England,Preston North End,3,2008-2009
Don Cowie,Scotland,Watford FC,3,2008-2009
Scott Dann,England,Coventry City,3,2008-2009
Steve Davies,England,Derby County,3,2008-2009
Gary Doherty,Ireland,Norwich City,3,2008-2009
Nathan Dyer,England,Swansea City,3,2008-2009
David Edwards,Wales,Wolverhampton Wanderers,3,2008-2009
Nathan Ellington,England,Derby County,3,2008-2009
Marvin Elliott,Jamaica,Bristol City,3,2008-2009
Etiënne Esajas,Netherlands,Sheffield Wednesday,3,2008-2009
John Eustace,England,Watford FC,3,2008-2009
Stephen Foster,England,Barnsley FC,3,2008-2009
Jonathan Grounds,England,Norwich City,3,2008-2009
Brian Howard,England,Sheffield United,3,2008-2009
Mark Hudson,England,Charlton Athletic,3,2008-2009
Matthew Jarvis,England,Wolverhampton Wanderers,3,2008-2009
Francis Jeffers,England,Sheffield Wednesday,3,2008-2009
Jermaine Johnson,Jamaica,Sheffield Wednesday,3,2008-2009
Lee Johnson,England,Bristol City,3,2008-2009
Billy Jones,England,Preston North End,3,2008-2009
Sean McAllister,England,Sheffield Wednesday,3,2008-2009
Jobi McAnuff,Jamaica,Watford FC,3,2008-2009
Paddy McCarthy,Ireland,Crystal Palace,3,2008-2009
Leon McKenzie,England,Coventry City,3,2008-2009
David Mooney,Ireland,Norwich City,3,2008-2009
Barry Nicholson,Scotland,Preston North End,3,2008-2009
David Norris,England,Ipswich Town,3,2008-2009
John Oster,Wales,Crystal Palace,3,2008-2009
Matty Pattison,South Africa,Norwich City,3,2008-2009
Alex Pearce,Ireland,Southampton FC,3,2008-2009
James Perch,England,Nottingham Forest,3,2008-2009
Chris Porter,England,Derby County,3,2008-2009
Franck Queudrue,France,Birmingham City,3,2008-2009
Therry Racon,France,Charlton Athletic,3,2008-2009
Wayne Routledge,England,Queens Park Rangers,3,2008-2009
Darel Russell,England,Norwich City,3,2008-2009
Gary Sawyer,England,Plymouth Argyle,3,2008-2009
Marcel Seip,Netherlands,Plymouth Argyle,3,2008-2009
Jonjo Shelvey,England,Charlton Athletic,3,2008-2009
Robbie Simpson,England,Coventry City,3,2008-2009
Ibrahima Sonko,Senegal,Reading FC,3,2008-2009
Keith Southern,England,Blackpool FC,3,2008-2009
Gary Speed,Wales,Sheffield United,3,2008-2009
Matthew Spring,England,Sheffield United,3,2008-2009
Ivan Sproule,Northern Ireland,Bristol City,3,2008-2009
Jay Tabb,England,Reading FC,3,2008-2009
Matt Thornhill,England,Nottingham Forest,3,2008-2009
Steve Watson,England,Sheffield Wednesday,3,2008-2009
Richie Wellens,England,Doncaster Rovers,3,2008-2009
Peter Whittingham,England,Cardiff City,3,2008-2009
Gavin Williams,Wales,Bristol City,3,2008-2009
Lee Williamson,Jamaica,Watford FC,3,2008-2009
Charlie Adam,Scotland,Blackpool FC,2,2008-2009
Patrick Agyemang,Ghana,Queens Park Rangers,2,2008-2009
Matteo Alberti,Italy,Queens Park Rangers,2,2008-2009
Martin Albrechtsen,Denmark,Derby County,2,2008-2009
Anderson,Brazil,Barnsley FC,2,2008-2009
Paul Anderson,England,Nottingham Forest,2,2008-2009
Leon Best,Ireland,Coventry City,2,2008-2009
Steven Caldwell,Scotland,Burnley FC,2,2008-2009
Lee Carsley,Ireland,Birmingham City,2,2008-2009
Luke Chambers,England,Nottingham Forest,2,2008-2009
Chris Cohen,England,Nottingham Forest,2,2008-2009
Neil Danns,Guyana,Crystal Palace,2,2008-2009
Samuel Di Carmine,Italy,Queens Park Rangers,2,2008-2009
Michael Doyle,Ireland,Coventry City,2,2008-2009
Rob Edwards,Wales,Blackpool FC,2,2008-2009
Jason Euell,Jamaica,Southampton FC,2,2008-2009
Liam Fontaine,England,Bristol City,2,2008-2009
Guillermo Bauza,Spain,Swansea City,2,2008-2009
Brynjar Gunnarsson,Iceland,Reading FC,2,2008-2009
Lewis Guy,England,Doncaster Rovers,2,2008-2009
Gábor Gyepes,Hungary,Cardiff City,2,2008-2009
Fitz Hall,England,Queens Park Rangers,2,2008-2009
Adam Hammill,England,Blackpool FC,2,2008-2009
Wes Hoolahan,Ireland,Norwich City,2,2008-2009
Stern John,St. Lucia,Southampton FC,2,2008-2009
Eddie Johnson,USA,Cardiff City,2,2008-2009
Alan Judge,Ireland,Plymouth Argyle,2,2008-2009
Steve Kabba,England,Blackpool FC,2,2008-2009
Trésor Kandol,Congo DR,Charlton Athletic,2,2008-2009
Przemysław Kaźmierczak,Poland,Derby County,2,2008-2009
Jimmy Kébé,France,Reading FC,2,2008-2009
John Kennedy,Scotland,Norwich City,2,2008-2009
Dave Kitson,England,Reading FC,2,2008-2009
Mikele Leigertwood,Antigua & Barbuda,Queens Park Rangers,2,2008-2009
Steven MacLean,Scotland,Plymouth Argyle,2,2008-2009
Gavin Mahon,England,Queens Park Rangers,2,2008-2009
Youl Mawéné,France,Preston North End,2,2008-2009
Paul McKenna,England,Preston North End,2,2008-2009
Chris Morgan,England,Sheffield United,2,2008-2009
Victor Moses,Nigeria,Crystal Palace,2,2008-2009
Émile Mpenza,Belgium,Plymouth Argyle,2,2008-2009
Brett Ormerod,England,Blackpool FC,2,2008-2009
Quincy Owusu-Abeyie,Ghana,Cardiff City,2,2008-2009
Paul Parry,Wales,Cardiff City,2,2008-2009
Chris Perry,England,Southampton FC,2,2008-2009
Darren Potter,Ireland,Sheffield Wednesday,2,2008-2009
Alan Quinn,Ireland,Ipswich Town,2,2008-2009
Jay Rodriguez,England,Burnley FC,2,2008-2009
Martin Rowlands,Ireland,Queens Park Rangers,2,2008-2009
Jan-Paul Saeijs,Netherlands,Southampton FC,2,2008-2009
Sean Scannell,Ireland,Crystal Palace,2,2008-2009
Antoine Sibierski,France,Norwich City,2,2008-2009
Cole Skuse,England,Bristol City,2,2008-2009
Wade Small,England,Sheffield Wednesday,2,2008-2009
Akpo Sodje,England,Sheffield Wednesday,2,2008-2009
Tommy Spurr,England,Sheffield Wednesday,2,2008-2009
Mile Sterjovski,Australia,Derby County,2,2008-2009
Damion Stewart,Jamaica,Queens Park Rangers,2,2008-2009
Jordan Stewart,England,Derby County,2,2008-2009
Luke Summerfield,England,Plymouth Argyle,2,2008-2009
Lee Trundle,England,Bristol City,2,2008-2009
Emanuel Villa,Argentina,Derby County,2,2008-2009
Jamie Ward,Northern Ireland,Sheffield United,2,2008-2009
Simon Whaley,England,Preston North End,2,2008-2009
Ashley Williams,Wales,Swansea City,2,2008-2009
Martin Woods,Scotland,Doncaster Rovers,2,2008-2009
Miles Addison,England,Derby County,1,2008-2009
John Akinde,England,Bristol City,1,2008-2009
Joe Allen,Wales,Swansea City,1,2008-2009
Calvin Andrew,England,Crystal Palace,1,2008-2009
Àngel Rangel,Spain,Swansea City,1,2008-2009
Chris Armstrong,England,Reading FC,1,2008-2009
Ángelo Balanta,Colombia,Queens Park Rangers,1,2008-2009
Barry Bannan,Scotland,Derby County,1,2008-2009
Alex Baptiste,England,Blackpool FC,1,2008-2009
Nacer Barazite,Netherlands,Derby County,1,2008-2009
Ashley Barnes,England,Plymouth Argyle,1,2008-2009
David Bell,Ireland,Norwich City,1,2008-2009
Ryan Bertrand,England,Norwich City,1,2008-2009
Guillaume Beuzelin,France,Coventry City,1,2008-2009
Nick Blackman,Barbados,Blackpool FC,1,2008-2009
Lee Bowyer,England,Birmingham City,1,2008-2009
Leigh Bromby,England,Watford FC,1,2008-2009
Alex Bruce,Northern Ireland,Ipswich Town,1,2008-2009
Chris Burke,Scotland,Cardiff City,1,2008-2009
Thomas Butler,Ireland,Swansea City,1,2008-2009
Danny Butterfield,England,Crystal Palace,1,2008-2009
Lewis Buxton,England,Sheffield Wednesday,1,2008-2009
Ákos Buzsáky,Hungary,Queens Park Rangers,1,2008-2009
Kieron Cadogan,England,Crystal Palace,1,2008-2009
Craig Cathcart,Northern Ireland,Plymouth Argyle,1,2008-2009
Aleksandrs Cauņa,Latvia,Watford FC,1,2008-2009
Paul Connolly,England,Derby County,1,2008-2009
Lee Cook,England,Queens Park Rangers,1,2008-2009
Carl Cort,Guyana,Norwich City,1,2008-2009
Jody Craddock,England,Wolverhampton Wanderers,1,2008-2009
Damien Delaney,Ireland,Queens Park Rangers,1,2008-2009
Diego León,Spain,Barnsley FC,1,2008-2009
Michael Duff,Northern Ireland,Burnley FC,1,2008-2009
Karl Duguid,England,Plymouth Argyle,1,2008-2009
Ugo Ehiogu,England,Sheffield United,1,2008-2009
Hogan Ephraim,England,Queens Park Rangers,1,2008-2009
Ian Evatt,England,Blackpool FC,1,2008-2009
Adam Federici,Australia,Reading FC,1,2008-2009
Carl Fletcher,Wales,Plymouth Argyle,1,2008-2009
Kevin Foley,Ireland,Wolverhampton Wanderers,1,2008-2009
Mark Fotheringham,Scotland,Norwich City,1,2008-2009
Julian Gray,England,Coventry City,1,2008-2009
Michael Gray,England,Wolverhampton Wanderers,1,2008-2009
Aron Gunnarsson,Iceland,Coventry City,1,2008-2009
Jon Harley,England,Watford FC,1,2008-2009
James Harper,England,Reading FC,1,2008-2009
Jordan Henderson,England,Coventry City,1,2008-2009
Clint Hill,England,Crystal Palace,1,2008-2009
Sam Hird,England,Doncaster Rovers,1,2008-2009
Matt Holland,Ireland,Charlton Athletic,1,2008-2009
Lee Hughes,England,Blackpool FC,1,2008-2009
Ívar Ingimarsson,Iceland,Reading FC,1,2008-2009
Iván Campo,Spain,Ipswich Town,1,2008-2009
Ross Jenkins,England,Watford FC,1,2008-2009
Jordi López,Spain,Queens Park Rangers,1,2008-2009
Christian Kalvenes,Norway,Burnley FC,1,2008-2009
Jem Karacan,Turkey,Reading FC,1,2008-2009
Matt Kilgallon,England,Sheffield United,1,2008-2009
Matthias Kouo-Doumbé,France,Plymouth Argyle,1,2008-2009
Adam Lallana,England,Southampton FC,1,2008-2009
Sebastian Larsson,Sweden,Birmingham City,1,2008-2009
Emmanuel Ledesma,Argentina,Queens Park Rangers,1,2008-2009
Alan Mahon,Ireland,Burnley FC,1,2008-2009
Adrian Mariappa,Jamaica,Watford FC,1,2008-2009
Lee Martin,England,Nottingham Forest,1,2008-2009
Shelton Martis,Curaçao,Doncaster Rovers,1,2008-2009
Marek Matějovský,Czech Republic,Reading FC,1,2008-2009
Jamie McAllister,Scotland,Bristol City,1,2008-2009
Garath McCleary,Jamaica,Nottingham Forest,1,2008-2009
Jamie McCombe,England,Bristol City,1,2008-2009
Cody McDonald,England,Norwich City,1,2008-2009
Kevin McDonald,Scotland,Burnley FC,1,2008-2009
Kayne McLaggon,Wales,Southampton FC,1,2008-2009
Tony McMahon,England,Sheffield Wednesday,1,2008-2009
Garry Monk,England,Swansea City,1,2008-2009
Darren Moore,Jamaica,Barnsley FC,1,2008-2009
Wes Morgan,Jamaica,Nottingham Forest,1,2008-2009
Miguel Mostto,Peru,Barnsley FC,1,2008-2009
Kyle Naughton,England,Sheffield United,1,2008-2009
David Noble,England,Bristol City,1,2008-2009
Craig Noone,England,Plymouth Argyle,1,2008-2009
Lewin Nyatanga,Wales,Derby County,1,2008-2009
James O'Connor,England,Doncaster Rovers,1,2008-2009
Kayode Odejayi,Nigeria,Barnsley FC,1,2008-2009
Orlandi,Spain,Swansea City,1,2008-2009
Bradley Orr,England,Bristol City,1,2008-2009
Matt Paterson,Scotland,Southampton FC,1,2008-2009
Stephen Pearson,Scotland,Derby County,1,2008-2009
Tomáš Pekhart,Czech Republic,Southampton FC,1,2008-2009
Linvoy Primus,England,Charlton Athletic,1,2008-2009
Gavin Rae,Scotland,Cardiff City,1,2008-2009
Kyel Reid,England,Wolverhampton Wanderers,1,2008-2009
Liam Ridgewell,England,Birmingham City,1,2008-2009
Gareth Roberts,Wales,Doncaster Rovers,1,2008-2009
Jordan Robertson,England,Southampton FC,1,2008-2009
Robbie Savage,Wales,Derby County,1,2008-2009
Chris Sedgwick,England,Preston North End,1,2008-2009
Dean Shiels,Northern Ireland,Doncaster Rovers,1,2008-2009
Rudi Skácel,Czech Republic,Southampton FC,1,2008-2009
Bartosz Ślusarski,Poland,Sheffield Wednesday,1,2008-2009
Tom Soares,England,Crystal Palace,1,2008-2009
John Spicer,England,Doncaster Rovers,1,2008-2009
Richard Stearman,England,Wolverhampton Wanderers,1,2008-2009
Anthony Stokes,Ireland,Sheffield United,1,2008-2009
Adel Taarabt,Morocco,Queens Park Rangers,1,2008-2009
Alan Tate,England,Swansea City,1,2008-2009
Martin Taylor,England,Birmingham City,1,2008-2009
Gary Teale,Scotland,Derby County,1,2008-2009
Svetoslav Todorov,Bulgaria,Charlton Athletic,1,2008-2009
Liam Trotter,England,Ipswich Town,1,2008-2009
Jos van Nieuwstadt,Netherlands,Doncaster Rovers,1,2008-2009
David Vaughan,Wales,Blackpool FC,1,2008-2009
Rowan Vine,England,Queens Park Rangers,1,2008-2009
Martyn Waghorn,England,Charlton Athletic,1,2008-2009
Darren Ward,England,Wolverhampton Wanderers,1,2008-2009
Mike Williamson,England,Watford FC,1,2008-2009
Mark Wilson,England,Doncaster Rovers,1,2008-2009
David Wright,England,Ipswich Town,1,2008-2009
Kelly Youga,Central Afr. Republic,Charlton Athletic,1,2008-2009
Zhi Zheng,China,Charlton Athletic,1,2008-2009
