Player,Country,Team,Goals,Season
Adam Reach,England,Sheffield Wednesday,5,2020-2021
Connor Roberts,Wales,Swansea City,5,2020-2021
Ken Sema,Sweden,Watford FC,5,2020-2021
Will Vaulks,Wales,Cardiff City,5,2020-2021
Martyn Waghorn,England,Derby County,5,2020-2021
Tyreeq Bakinson,England,Bristol City,4,2020-2021
Tom Barkhuizen,England,Preston North End,4,2020-2021
Alan Browne,Ireland,Preston North End,4,2020-2021
Ben Cabango,Wales,Swansea City,4,2020-2021
Conor Chaplin,England,Barnsley FC,4,2020-2021
Tom Cleverley,England,Watford FC,4,2020-2021
Harlee Dean,England,Birmingham City,4,2020-2021
James Garner,England,Watford FC,4,2020-2021
Dan Gosling,England,Watford FC,4,2020-2021
Lee Gregory,England,Stoke City,4,2020-2021
Jordan Hugill,England,Norwich City,4,2020-2021
Joe Jacobson,Wales,Wycombe Wanderers,4,2020-2021
Stefan Johansen,Norway,Queens Park Rangers,4,2020-2021
Daniel Johnson,Jamaica,Preston North End,4,2020-2021
Scott Kashket,England,Wycombe Wanderers,4,2020-2021
Garath McCleary,Jamaica,Wycombe Wanderers,4,2020-2021
Michael Morrison,England,Reading FC,4,2020-2021
George Pușcaș,Romania,Reading FC,4,2020-2021
Marc Roberts,England,Birmingham City,4,2020-2021
Naby Sarr,Senegal,Huddersfield Town,4,2020-2021
Callum Styles,Hungary,Barnsley FC,4,2020-2021
Sam Surridge,England,AFC Bournemouth,4,2020-2021
Lyle Taylor,Montserrat,Nottingham Forest,4,2020-2021
Sammy Ameobi,England,Nottingham Forest,3,2020-2021
Daniel Barlaser,England,Rotherham United,3,2020-2021
Jérémie Bela,Angola,Birmingham City,3,2020-2021
Yannick Bolasie,Congo DR,Middlesbrough FC,3,2020-2021
Macauley Bonne,Zimbabwe,Queens Park Rangers,3,2020-2021
Julian Börner,Germany,Sheffield Wednesday,3,2020-2021
Nathaniel Chalobah,England,Watford FC,3,2020-2021
Bradley Dack,England,Blackburn Rovers,3,2020-2021
Kiernan Dewsbury-Hall,England,Luton Town,3,2020-2021
Rob Dickie,England,Queens Park Rangers,3,2020-2021
Tyrhys Dolan,England,Blackburn Rovers,3,2020-2021
Carel Eiting,Netherlands,Huddersfield Town,3,2020-2021
Ovie Ejaria,England,Reading FC,3,2020-2021
Dominik Frieser,Austria,Barnsley FC,3,2020-2021
Jay Fulton,Scotland,Swansea City,3,2020-2021
Saman Ghoddos,Iran,Brentford FC,3,2020-2021
Robert Glatzel,Germany,Cardiff City,3,2020-2021
Viktor Gyökeres,Sweden,Swansea City,3,2020-2021
Mark Harris,Wales,Cardiff City,3,2020-2021
Duane Holmes,USA,Huddersfield Town,3,2020-2021
Dominic Hyam,Scotland,Coventry City,3,2020-2021
Adam Idah,Ireland,Norwich City,3,2020-2021
Matty James,England,Coventry City,3,2020-2021
Vitaly Janelt,Germany,Brentford FC,3,2020-2021
Bradley Johnson,England,Blackburn Rovers,3,2020-2021
Marvin Johnson,England,Middlesbrough FC,3,2020-2021
Josh Laurent,England,Reading FC,3,2020-2021
Tom Lawrence,Wales,Derby County,3,2020-2021
Jefferson Lerma,Colombia,AFC Bournemouth,3,2020-2021
Jamie Lindsay,Scotland,Rotherham United,3,2020-2021
Seán Maguire,Ireland,Preston North End,3,2020-2021
Anis Mehmeti,Albania,Wycombe Wanderers,3,2020-2021
Alexander Mighten,England,Nottingham Forest,3,2020-2021
George Moncur,England,Luton Town,3,2020-2021
Admiral Muskwe,Zimbabwe,Wycombe Wanderers,3,2020-2021
Lewis O'Brien,England,Huddersfield Town,3,2020-2021
Callum O'Hare,England,Coventry City,3,2020-2021
Fred Onyedinma,Nigeria,Wycombe Wanderers,3,2020-2021
Bright Osayi-Samuel,Nigeria,Queens Park Rangers,3,2020-2021
Leo Østigård,Norway,Coventry City,3,2020-2021
Kasey Palmer,Jamaica,Swansea City,3,2020-2021
Jamie Paterson,England,Bristol City,3,2020-2021
Glen Rea,Ireland,Luton Town,3,2020-2021
Joe Rothwell,England,Blackburn Rovers,3,2020-2021
Graeme Shinnie,Scotland,Derby County,3,2020-2021
Jordan Shipley,Ireland,Coventry City,3,2020-2021
Matt Smith,England,Millwall FC,3,2020-2021
Marcus Tavernier,England,Middlesbrough FC,3,2020-2021
Ben Thompson,England,Millwall FC,3,2020-2021
Mario Vrančić,Bosnia-Herzegovina,Norwich City,3,2020-2021
David Wheeler,England,Wycombe Wanderers,3,2020-2021
Chris Willock,England,Queens Park Rangers,3,2020-2021
Lewis Wing,England,Rotherham United,3,2020-2021
Max Aarons,England,Norwich City,2,2020-2021
Victor Adeboyejo,Nigeria,Barnsley FC,2,2020-2021
Albert Adomah,Ghana,Queens Park Rangers,2,2020-2021
Alfa Semedo,Guinea-Bissau,Reading FC,2,2020-2021
Sone Aluko,Nigeria,Reading FC,2,2020-2021
Leandro Bacuna,Curaçao,Cardiff City,2,2020-2021
Barry Bannan,Scotland,Sheffield Wednesday,2,2020-2021
Yoann Barbet,France,Queens Park Rangers,2,2020-2021
Mads Bech,Denmark,Brentford FC,2,2020-2021
Luke Berry,England,Luton Town,2,2020-2021
Krystian Bielik,Poland,Derby County,2,2020-2021
Marcus Browne,England,Middlesbrough FC,2,2020-2021
Sam Clucas,England,Stoke City,2,2020-2021
Nathan Collins,Ireland,Stoke City,2,2020-2021
Henrik Dalsgaard,Denmark,Brentford FC,2,2020-2021
Rarmani Edmonds-Green,England,Huddersfield Town,2,2020-2021
Ashley Fletcher,England,Middlesbrough FC,2,2020-2021
Gary Gardner,England,Birmingham City,2,2020-2021
Ryan Giles,England,Rotherham United,2,2020-2021
Matt Grimes,England,Swansea City,2,2020-2021
Grant Hall,England,Middlesbrough FC,2,2020-2021
Junior Hoilett,Canada,Cardiff City,2,2020-2021
Will Hughes,England,Watford FC,2,2020-2021
Jack Hunt,England,Bristol City,2,2020-2021
Michael Ihiekwe,England,Rotherham United,2,2020-2021
Iván Sánchez,Spain,Birmingham City,2,2020-2021
Mathias Jensen,Denmark,Brentford FC,2,2020-2021
Todd Kane,England,Queens Park Rangers,2,2020-2021
Liam Kelly,Scotland,Coventry City,2,2020-2021
Jason Knight,Ireland,Derby County,2,2020-2021
Anthony Knockaert,France,Nottingham Forest,2,2020-2021
Ryan Ledson,England,Preston North End,2,2020-2021
Liam Lindsay,Scotland,Stoke City,2,2020-2021
Shane Long,Ireland,AFC Bournemouth,2,2020-2021
Kazenga LuaLua,England,Luton Town,2,2020-2021
Chris Martin,Scotland,Bristol City,2,2020-2021
Adam Masina,Morocco,Watford FC,2,2020-2021
Jason McCarthy,England,Wycombe Wanderers,2,2020-2021
James McClean,Ireland,Stoke City,2,2020-2021
Kyle McFadzean,England,Coventry City,2,2020-2021
Tom McIntyre,Scotland,Reading FC,2,2020-2021
Kenny McLean,Scotland,Norwich City,2,2020-2021
Paddy McNair,Northern Ireland,Middlesbrough FC,2,2020-2021
Pelly-Ruddock Mpanzu,Congo DR,Luton Town,2,2020-2021
Josh Murphy,England,Cardiff City,2,2020-2021
Glenn Murray,England,Watford FC,2,2020-2021
Ádám Nagy,Hungary,Bristol City,2,2020-2021
Marlon Pack,England,Cardiff City,2,2020-2021
Matty Pearson,England,Luton Town,2,2020-2021
Kristian Pedersen,Denmark,Birmingham City,2,2020-2021
Pipa,Spain,Huddersfield Town,2,2020-2021
Emil Riis,Denmark,Preston North End,2,2020-2021
Antoine Semenyo,Ghana,Bristol City,2,2020-2021
Tommy Smith,England,Stoke City,2,2020-2021
Ryan Tafazolli,England,Wycombe Wanderers,2,2020-2021
Harry Toffolo,England,Huddersfield Town,2,2020-2021
Jon Toral,Spain,Birmingham City,2,2020-2021
Ryan Tunnicliffe,England,Luton Town,2,2020-2021
Zak Vyner,England,Bristol City,2,2020-2021
Andreas Weimann,Austria,Bristol City,2,2020-2021
Ben Wiles,England,Rotherham United,2,2020-2021
Richard Wood,England,Rotherham United,2,2020-2021
Xavi Quintillà,Spain,Norwich City,2,2020-2021
Ryan Yates,England,Nottingham Forest,2,2020-2021
Kenneth Zohoré,Denmark,Millwall FC,2,2020-2021
Adebayo Akinfenwa,Nigeria,Wycombe Wanderers,1,2020-2021
Jamie Allen,England,Coventry City,1,2020-2021
Mads Andersen,Denmark,Barnsley FC,1,2020-2021
Dominic Ball,Northern Ireland,Queens Park Rangers,1,2020-2021
Danny Batth,England,Stoke City,1,2020-2021
Patrick Bauer,Germany,Preston North End,1,2020-2021
Tom Bayliss,England,Preston North End,1,2020-2021
Joe Bennett,England,Cardiff City,1,2020-2021
Jake Bidwell,England,Swansea City,1,2020-2021
Matt Bloomfield,England,Wycombe Wanderers,1,2020-2021
Jón Böðvarsson,Iceland,Millwall FC,1,2020-2021
Marc Bola,England,Middlesbrough FC,1,2020-2021
James Bree,England,Luton Town,1,2020-2021
Louis Britton,England,Bristol City,1,2020-2021
John Buckley,England,Blackburn Rovers,1,2020-2021
Cameron Carter-Vickers,USA,AFC Bournemouth,1,2020-2021
Craig Cathcart,Northern Ireland,Watford FC,1,2020-2021
Jordan Clark,England,Luton Town,1,2020-2021
Josh Coburn,England,Middlesbrough FC,1,2020-2021
Maxime Colin,France,Birmingham City,1,2020-2021
Tommy Conway,Scotland,Bristol City,1,2020-2021
Lewis Cook,England,AFC Bournemouth,1,2020-2021
Jake Cooper,England,Millwall FC,1,2020-2021
Harry Cornick,England,Luton Town,1,2020-2021
Liam Cullen,Wales,Swansea City,1,2020-2021
Greg Cunningham,Ireland,Preston North End,1,2020-2021
Jay Dasilva,Wales,Bristol City,1,2020-2021
Jacob Davenport,England,Blackburn Rovers,1,2020-2021
Jordy de Wijs,Netherlands,Queens Park Rangers,1,2020-2021
Yan Dhanda,England,Swansea City,1,2020-2021
Diego Rico,Spain,AFC Bournemouth,1,2020-2021
Domingos Quina,Portugal,Watford FC,1,2020-2021
George Edmundson,England,Derby County,1,2020-2021
Elliot Simões,Portugal,Barnsley FC,1,2020-2021
George Evans,England,Millwall FC,1,2020-2021
Sam Field,England,Queens Park Rangers,1,2020-2021
Darnell Fisher,England,Preston North End,1,2020-2021
Aden Flint,England,Sheffield Wednesday,1,2020-2021
William Forrester,England,Stoke City,1,2020-2021
Luke Freeman,England,Nottingham Forest,1,2020-2021
Dael Fry,England,Middlesbrough FC,1,2020-2021
Morgan Gibbs-White,England,Swansea City,1,2020-2021
Alen Halilović,Croatia,Birmingham City,1,2020-2021
Grant Hanley,Scotland,Norwich City,1,2020-2021
Rico Henry,England,Brentford FC,1,2020-2021
Jonathan Hogg,England,Huddersfield Town,1,2020-2021
Jonny Howson,England,Middlesbrough FC,1,2020-2021
Sam Hutchinson,England,Sheffield Wednesday,1,2020-2021
Shaun Hutchinson,England,Millwall FC,1,2020-2021
Kamil Jóźwiak,Poland,Derby County,1,2020-2021
Christian Kabasele,Belgium,Watford FC,1,2020-2021
Osman Kakay,Sierra Leone,Queens Park Rangers,1,2020-2021
Tomáš Kalas,Czech Republic,Bristol City,1,2020-2021
Neeskens Kebano,Congo DR,Middlesbrough FC,1,2020-2021
Lloyd Kelly,England,AFC Bournemouth,1,2020-2021
Josh Knight,England,Wycombe Wanderers,1,2020-2021
Filip Krovinović,Croatia,Nottingham Forest,1,2020-2021
Elliot Lee,England,Luton Town,1,2020-2021
Tom Lees,England,Sheffield Wednesday,1,2020-2021
Ryan Leonard,England,Millwall FC,1,2020-2021
Joe Lolley,England,Nottingham Forest,1,2020-2021
Angus MacDonald,England,Rotherham United,1,2020-2021
Connor Mahoney,England,Millwall FC,1,2020-2021
Emiliano Marcondes,Denmark,Brentford FC,1,2020-2021
Jack Marriott,England,Sheffield Wednesday,1,2020-2021
Josh Martin,England,Norwich City,1,2020-2021
Rabbi Matondo,Wales,Stoke City,1,2020-2021
Loïc Mbe Soh,France,Nottingham Forest,1,2020-2021
Sam McCallum,England,Coventry City,1,2020-2021
Riley McGree,Australia,Birmingham City,1,2020-2021
Scott McKenna,Scotland,Nottingham Forest,1,2020-2021
Nathaniel Mendez-Laing,Guatemala,Middlesbrough FC,1,2020-2021
Chris Mepham,Wales,AFC Bournemouth,1,2020-2021
Billy Mitchell,England,Millwall FC,1,2020-2021
Sam Morsy,Egypt,Middlesbrough FC,1,2020-2021
Kal Naismith,Scotland,Luton Town,1,2020-2021
Curtis Nelson,England,Cardiff City,1,2020-2021
Rhys Norrington-Davies,Wales,Stoke City,1,2020-2021
Callum O'Dowda,Ireland,Bristol City,1,2020-2021
Liam Palmer,Scotland,Sheffield Wednesday,1,2020-2021
Romal Palmer,England,Barnsley FC,1,2020-2021
Stipe Perica,Croatia,Watford FC,1,2020-2021
Ethan Pinnock,Jamaica,Brentford FC,1,2020-2021
Przemysław Płacheta,Poland,Norwich City,1,2020-2021
Dan Potts,England,Luton Town,1,2020-2021
Andy Rinomhota,Zimbabwe,Reading FC,1,2020-2021
Patrick Roberts,England,Middlesbrough FC,1,2020-2021
Rodrigo Riquelme,Spain,AFC Bournemouth,1,2020-2021
Wayne Rooney,England,Derby County,1,2020-2021
Aaron Rowe,England,Huddersfield Town,1,2020-2021
Tommy Rowe,England,Bristol City,1,2020-2021
Kieran Sadlier,Ireland,Rotherham United,1,2020-2021
Liam Shaw,England,Sheffield Wednesday,1,2020-2021
Louie Sibley,England,Derby County,1,2020-2021
Francisco Sierralta,Chile,Watford FC,1,2020-2021
Oliver Skipp,England,Norwich City,1,2020-2021
Harry Souttar,Australia,Stoke City,1,2020-2021
Jacob Sørensen,Denmark,Norwich City,1,2020-2021
Djed Spence,England,Middlesbrough FC,1,2020-2021
Jack Stacey,England,AFC Bournemouth,1,2020-2021
Anthony Stewart,England,Wycombe Wanderers,1,2020-2021
Marco Stiepermann,Germany,Norwich City,1,2020-2021
Jayden Stockley,England,Preston North End,1,2020-2021
Jordan Storey,England,Preston North End,1,2020-2021
Isaac Success,Nigeria,Watford FC,1,2020-2021
John Swift,England,Reading FC,1,2020-2021
Jordan Thompson,Northern Ireland,Stoke City,1,2020-2021
Tomás Esteves,Portugal,Reading FC,1,2020-2021
Lee Tomlin,England,Cardiff City,1,2020-2021
William Troost-Ekong,Nigeria,Watford FC,1,2020-2021
Lee Wallace,Scotland,Queens Park Rangers,1,2020-2021
Murray Wallace,Scotland,Millwall FC,1,2020-2021
Danny Ward,England,Huddersfield Town,1,2020-2021
Ben Whiteman,England,Preston North End,1,2020-2021
Morgan Whittaker,England,Swansea City,1,2020-2021
Derrick Williams,Ireland,Blackburn Rovers,1,2020-2021
Ben Wilmot,England,Watford FC,1,2020-2021
Jack Wilshere,England,AFC Bournemouth,1,2020-2021
Andre Wisdom,England,Derby County,1,2020-2021
Joe Worrall,England,Nottingham Forest,1,2020-2021
Andy Yiadom,Ghana,Reading FC,1,2020-2021
Yuri Ribeiro,Portugal,Nottingham Forest,1,2020-2021
Philip Zinckernagel,Denmark,Watford FC,1,2020-2021
